condition,layer,task_i,task_j,cosine_similarity
sentence-based-CoT,13,F2,F3,0.07039280617267263
sentence-based-CoT,13,F2,F4,0.0049190603758817175
sentence-based-CoT,13,F2,F5,0.030695527697152246
sentence-based-CoT,13,F3,A1,0.007438082434496894
sentence-based-CoT,13,F3,A2,0.026488481807907346
sentence-based-CoT,13,F3,A3,-0.019025903745942832
sentence-based-CoT,13,F3,F0,0.05616215190009805
sentence-based-CoT,13,F3,F1,0.0321455488784445
sentence-based-CoT,13,F3,F2,0.07039280617267263
sentence-based-CoT,13,F3,F3,0.9999999999850598
sentence-based-CoT,13,F3,F4,0.11150334389944755
sentence-based-CoT,13,F3,F5,0.02107512743242797
sentence-based-CoT,13,F4,A1,0.006750362214927614
sentence-based-CoT,13,F4,A2,0.012433600731082739
sentence-based-CoT,13,F4,A3,-0.005978710780082025
sentence-based-CoT,13,F4,F0,0.06811434862645642
sentence-based-CoT,13,F4,F1,0.018340166543320824
sentence-based-CoT,13,F4,F2,0.0049190603758817175
sentence-based-CoT,13,F4,F3,0.11150334389944755
sentence-based-CoT,13,F4,F4,0.9999999999850023
sentence-based-CoT,13,F4,F5,0.10754451949086732
sentence-based-CoT,13,F5,A1,0.006819357066913526
sentence-based-CoT,13,F5,A2,0.010303938298711873
sentence-based-CoT,13,F5,A3,-0.005358687964473413
sentence-based-CoT,13,F5,F0,0.030877148323704782
sentence-based-CoT,13,F5,F1,-0.0028441582138026026
sentence-based-CoT,13,F5,F2,0.030695527697152246
sentence-based-CoT,13,F5,F3,0.02107512743242797
sentence-based-CoT,13,F5,F4,0.10754451949086732
sentence-based-CoT,13,F5,F5,0.9999999999923399
sentence-based-CoT,14,A1,A1,0.9999999999874634
sentence-based-CoT,14,A1,A2,0.09428673982395927
sentence-based-CoT,14,A1,A3,0.052622268359743415
sentence-based-CoT,14,A1,F0,0.011074051238115326
sentence-based-CoT,14,A1,F1,0.016087899561882807
sentence-based-CoT,14,A1,F2,0.013273789416134062
sentence-based-CoT,14,A1,F3,0.0032456634046232587
sentence-based-CoT,14,A1,F4,0.007772748008346957
sentence-based-CoT,14,A1,F5,0.00648685338092551
sentence-based-CoT,14,A2,A1,0.09428673982395927
sentence-based-CoT,14,A2,A2,0.999999999925465
sentence-based-CoT,14,A2,A3,0.45618459998452454
sentence-based-CoT,14,A2,F0,-0.00043262374633392384
sentence-based-CoT,14,A2,F1,-0.014226010765220743
sentence-based-CoT,14,A2,F2,0.002822507884411214
sentence-based-CoT,14,A2,F3,0.020131083449739316
sentence-based-CoT,14,A2,F4,0.005203858439758738
sentence-based-CoT,14,A2,F5,0.012250191219296196
sentence-based-CoT,14,A3,A1,0.052622268359743415
sentence-based-CoT,14,A3,A2,0.45618459998452454
sentence-based-CoT,14,A3,A3,0.9999999999038967
sentence-based-CoT,14,A3,F0,-0.011185762309959591
sentence-based-CoT,14,A3,F1,-0.0037396987253639153
sentence-based-CoT,14,A3,F2,0.0011424753510510348
sentence-based-CoT,14,A3,F3,-0.01643102558425585
sentence-based-CoT,14,A3,F4,-0.0014244488497715943
sentence-based-CoT,14,A3,F5,-0.009817413330634772
sentence-based-CoT,14,F0,A1,0.011074051238115326
sentence-based-CoT,14,F0,A2,-0.00043262374633392384
sentence-based-CoT,14,F0,A3,-0.011185762309959591
sentence-based-CoT,14,F0,F0,0.9999999999954101
sentence-based-CoT,14,F0,F1,-0.0030114803755964797
sentence-based-CoT,14,F0,F2,0.14047344454484426
sentence-based-CoT,14,F0,F3,0.04934409492232587
sentence-based-CoT,14,F0,F4,0.0713511852905494
sentence-based-CoT,14,F0,F5,0.0323717866317918
sentence-based-CoT,14,F1,A1,0.016087899561882807
sentence-based-CoT,14,F1,A2,-0.014226010765220743
sentence-based-CoT,14,F1,A3,-0.0037396987253639153
sentence-based-CoT,14,F1,F0,-0.0030114803755964797
sentence-based-CoT,14,F1,F1,0.9999999999866872
sentence-based-CoT,14,F1,F2,0.04960361379235196
sentence-based-CoT,14,F1,F3,0.043639319945711574
sentence-based-CoT,14,F1,F4,0.015480249438902723
sentence-based-CoT,14,F1,F5,0.00515179438933501
sentence-based-CoT,14,F2,A1,0.013273789416134062
sentence-based-CoT,14,F2,A2,0.002822507884411214
sentence-based-CoT,14,F2,A3,0.0011424753510510348
sentence-based-CoT,14,F2,F0,0.14047344454484426
sentence-based-CoT,14,F2,F1,0.04960361379235196
sentence-based-CoT,14,F2,F2,0.999999999989121
sentence-based-CoT,14,F2,F3,0.0727379326204454
sentence-based-CoT,14,F2,F4,0.011395280326284314
sentence-based-CoT,14,F2,F5,0.041014925088627904
sentence-based-CoT,14,F3,A1,0.0032456634046232587
sentence-based-CoT,14,F3,A2,0.020131083449739316
sentence-based-CoT,14,F3,A3,-0.01643102558425585
sentence-based-CoT,14,F3,F0,0.04934409492232587
sentence-based-CoT,14,F3,F1,0.043639319945711574
sentence-based-CoT,14,F3,F2,0.0727379326204454
sentence-based-CoT,14,F3,F3,0.999999999984136
sentence-based-CoT,14,F3,F4,0.12614266528280454
sentence-based-CoT,14,F3,F5,0.026585193573949187
sentence-based-CoT,14,F4,A1,0.007772748008346957
sentence-based-CoT,14,F4,A2,0.005203858439758738
sentence-based-CoT,14,F4,A3,-0.0014244488497715943
sentence-based-CoT,14,F4,F0,0.0713511852905494
sentence-based-CoT,14,F4,F1,0.015480249438902723
sentence-based-CoT,14,F4,F2,0.011395280326284314
sentence-based-CoT,14,F4,F3,0.12614266528280454
sentence-based-CoT,14,F4,F4,0.9999999999841144
sentence-based-CoT,14,F4,F5,0.11524028429481782
sentence-based-CoT,14,F5,A1,0.00648685338092551
sentence-based-CoT,14,F5,A2,0.012250191219296196
sentence-based-CoT,14,F5,A3,-0.009817413330634772
sentence-based-CoT,14,F5,F0,0.0323717866317918
sentence-based-CoT,14,F5,F1,0.00515179438933501
sentence-based-CoT,14,F5,F2,0.041014925088627904
sentence-based-CoT,14,F5,F3,0.026585193573949187
sentence-based-CoT,14,F5,F4,0.11524028429481782
sentence-based-CoT,14,F5,F5,0.9999999999918546
sentence-based-CoT,15,A1,A1,0.9999999999863093
sentence-based-CoT,15,A1,A2,0.0921264543520078
sentence-based-CoT,15,A1,A3,0.050281394156259485
sentence-based-CoT,15,A1,F0,0.007454225067502149
sentence-based-CoT,15,A1,F1,0.021141164435403315
sentence-based-CoT,15,A1,F2,0.02218627147627706
sentence-based-CoT,15,A1,F3,-0.007285721981338318
sentence-based-CoT,15,A1,F4,0.006384010973007189
sentence-based-CoT,15,A1,F5,-0.0005120438060879253
sentence-based-CoT,15,A2,A1,0.0921264543520078
sentence-based-CoT,15,A2,A2,0.9999999999184469
sentence-based-CoT,15,A2,A3,0.45322581111534804
sentence-based-CoT,15,A2,F0,-0.006001156490998951
sentence-based-CoT,15,A2,F1,-0.011590099591269973
sentence-based-CoT,15,A2,F2,0.015482507575798188
sentence-based-CoT,15,A2,F3,0.020690959559424738
sentence-based-CoT,15,A2,F4,0.00902878174152327
sentence-based-CoT,15,A2,F5,0.016790372250753284
sentence-based-CoT,15,A3,A1,0.050281394156259485
sentence-based-CoT,15,A3,A2,0.45322581111534804
sentence-based-CoT,15,A3,A3,0.999999999893923
sentence-based-CoT,15,A3,F0,-0.007560180741543904
sentence-based-CoT,15,A3,F1,-0.011166796959941383
sentence-based-CoT,15,A3,F2,-0.00029902064754424744
sentence-based-CoT,15,A3,F3,-0.012174394429676579
sentence-based-CoT,15,A3,F4,-0.004771086711919297
sentence-based-CoT,15,A3,F5,-0.01045899318051005
sentence-based-CoT,15,F0,A1,0.007454225067502149
sentence-based-CoT,15,F0,A2,-0.006001156490998951
sentence-based-CoT,15,F0,A3,-0.007560180741543904
sentence-based-CoT,15,F0,F0,0.9999999999956298
sentence-based-CoT,15,F0,F1,0.0027127857339201973
sentence-based-CoT,15,F0,F2,0.13186141476888066
sentence-based-CoT,15,F0,F3,0.05035334006341289
sentence-based-CoT,15,F0,F4,0.08082970188484905
sentence-based-CoT,15,F0,F5,0.03700492966024609
sentence-based-CoT,15,F1,A1,0.021141164435403315
sentence-based-CoT,15,F1,A2,-0.011590099591269973
sentence-based-CoT,15,F1,A3,-0.011166796959941383
sentence-based-CoT,15,F1,F0,0.0027127857339201973
sentence-based-CoT,15,F1,F1,0.9999999999876643
sentence-based-CoT,15,F1,F2,0.05389442033797317
sentence-based-CoT,15,F1,F3,0.05429721161286275
sentence-based-CoT,15,F1,F4,0.013960253467596176
sentence-based-CoT,15,F1,F5,0.0073629574807646805
sentence-based-CoT,15,F2,A1,0.02218627147627706
sentence-based-CoT,15,F2,A2,0.015482507575798188
sentence-based-CoT,15,F2,A3,-0.00029902064754424744
sentence-based-CoT,15,F2,F0,0.13186141476888066
sentence-based-CoT,15,F2,F1,0.05389442033797317
sentence-based-CoT,15,F2,F2,0.9999999999891456
sentence-based-CoT,15,F2,F3,0.06967526625289183
sentence-based-CoT,15,F2,F4,0.01054685698045951
sentence-based-CoT,15,F2,F5,0.05398313562641571
sentence-based-CoT,15,F3,A1,-0.007285721981338318
sentence-based-CoT,15,F3,A2,0.020690959559424738
sentence-based-CoT,15,F3,A3,-0.012174394429676579
sentence-based-CoT,15,F3,F0,0.05035334006341289
sentence-based-CoT,15,F3,F1,0.05429721161286275
sentence-based-CoT,15,F3,F2,0.06967526625289183
sentence-based-CoT,15,F3,F3,0.9999999999836545
sentence-based-CoT,15,F3,F4,0.1343568406704455
sentence-based-CoT,15,F3,F5,0.02514885163983844
sentence-based-CoT,15,F4,A1,0.006384010973007189
sentence-based-CoT,15,F4,A2,0.00902878174152327
sentence-based-CoT,15,F4,A3,-0.004771086711919297
sentence-based-CoT,15,F4,F0,0.08082970188484905
sentence-based-CoT,15,F4,F1,0.013960253467596176
sentence-based-CoT,15,F4,F2,0.01054685698045951
sentence-based-CoT,15,F4,F3,0.1343568406704455
sentence-based-CoT,15,F4,F4,0.999999999983847
sentence-based-CoT,15,F4,F5,0.12396900935514646
sentence-based-CoT,15,F5,A1,-0.0005120438060879253
sentence-based-CoT,15,F5,A2,0.016790372250753284
sentence-based-CoT,15,F5,A3,-0.01045899318051005
sentence-based-CoT,15,F5,F0,0.03700492966024609
sentence-based-CoT,15,F5,F1,0.0073629574807646805
sentence-based-CoT,15,F5,F2,0.05398313562641571
sentence-based-CoT,15,F5,F3,0.02514885163983844
sentence-based-CoT,15,F5,F4,0.12396900935514646
sentence-based-CoT,15,F5,F5,0.9999999999916244
sentence-based-CoT,16,A1,A1,0.9999999999850019
sentence-based-CoT,16,A1,A2,0.09295074855360305
sentence-based-CoT,16,A1,A3,0.04845274671963263
sentence-based-CoT,16,A1,F0,0.008975818846531813
sentence-based-CoT,16,A1,F1,0.016619785129041713
sentence-based-CoT,16,A1,F2,0.01604837227880621
sentence-based-CoT,16,A1,F3,-0.003005039185070738
sentence-based-CoT,16,A1,F4,0.011932334517691007
sentence-based-CoT,16,A1,F5,-0.0007832415907215331
sentence-based-CoT,16,A2,A1,0.09295074855360305
sentence-based-CoT,16,A2,A2,0.999999999916749
sentence-based-CoT,16,A2,A3,0.43767082990322065
sentence-based-CoT,16,A2,F0,-0.014398638726202775
sentence-based-CoT,16,A2,F1,-0.022692351080283772
sentence-based-CoT,16,A2,F2,0.009907134963480939
sentence-based-CoT,16,A2,F3,0.023466428119485606
sentence-based-CoT,16,A2,F4,0.0056613622462876635
sentence-based-CoT,16,A2,F5,0.015270681988034556
sentence-based-CoT,16,A3,A1,0.04845274671963263
sentence-based-CoT,16,A3,A2,0.43767082990322065
sentence-based-CoT,16,A3,A3,0.9999999998922257
sentence-based-CoT,16,A3,F0,-0.006722771180772551
sentence-based-CoT,16,A3,F1,-0.007102845715640812
sentence-based-CoT,16,A3,F2,-0.004071628424998759
sentence-based-CoT,16,A3,F3,-0.010160308344513161
sentence-based-CoT,16,A3,F4,-0.011661612864274966
sentence-based-CoT,16,A3,F5,-0.00915187426391874
sentence-based-CoT,16,F0,A1,0.008975818846531813
sentence-based-CoT,16,F0,A2,-0.014398638726202775
sentence-based-CoT,16,F0,A3,-0.006722771180772551
sentence-based-CoT,16,F0,F0,0.9999999999955024
sentence-based-CoT,16,F0,F1,0.02453870407980092
sentence-based-CoT,16,F0,F2,0.1383470640142455
sentence-based-CoT,16,F0,F3,0.055754465897927985
sentence-based-CoT,16,F0,F4,0.0863403109736005
sentence-based-CoT,16,F0,F5,0.03721073477163444
sentence-based-CoT,16,F1,A1,0.016619785129041713
sentence-based-CoT,16,F1,A2,-0.022692351080283772
sentence-based-CoT,16,F1,A3,-0.007102845715640812
sentence-based-CoT,16,F1,F0,0.02453870407980092
sentence-based-CoT,16,F1,F1,0.9999999999879196
sentence-based-CoT,16,F1,F2,0.065749395269607
sentence-based-CoT,16,F1,F3,0.050951721682077664
sentence-based-CoT,16,F1,F4,0.01953537934784646
sentence-based-CoT,16,F1,F5,0.0010759235449583537
sentence-based-CoT,16,F2,A1,0.01604837227880621
sentence-based-CoT,16,F2,A2,0.009907134963480939
sentence-based-CoT,16,F2,A3,-0.004071628424998759
sentence-based-CoT,16,F2,F0,0.1383470640142455
sentence-based-CoT,16,F2,F1,0.065749395269607
sentence-based-CoT,16,F2,F2,0.9999999999889844
sentence-based-CoT,16,F2,F3,0.0691850291889207
sentence-based-CoT,16,F2,F4,0.029756882318196134
sentence-based-CoT,16,F2,F5,0.0477693153599983
sentence-based-CoT,16,F3,A1,-0.003005039185070738
sentence-based-CoT,16,F3,A2,0.023466428119485606
sentence-based-CoT,16,F3,A3,-0.010160308344513161
sentence-based-CoT,16,F3,F0,0.055754465897927985
sentence-based-CoT,16,F3,F1,0.050951721682077664
sentence-based-CoT,16,F3,F2,0.0691850291889207
sentence-based-CoT,16,F3,F3,0.9999999999825805
sentence-based-CoT,16,F3,F4,0.13375983618066753
sentence-based-CoT,16,F3,F5,0.026938144480192577
sentence-based-CoT,16,F4,A1,0.011932334517691007
sentence-based-CoT,16,F4,A2,0.0056613622462876635
sentence-based-CoT,16,F4,A3,-0.011661612864274966
sentence-based-CoT,16,F4,F0,0.0863403109736005
sentence-based-CoT,16,F4,F1,0.01953537934784646
sentence-based-CoT,16,F4,F2,0.029756882318196134
sentence-based-CoT,16,F4,F3,0.13375983618066753
sentence-based-CoT,16,F4,F4,0.9999999999837328
sentence-based-CoT,16,F4,F5,0.12375868683143139
sentence-based-CoT,16,F5,A1,-0.0007832415907215331
sentence-based-CoT,16,F5,A2,0.015270681988034556
sentence-based-CoT,16,F5,A3,-0.00915187426391874
sentence-based-CoT,16,F5,F0,0.03721073477163444
sentence-based-CoT,16,F5,F1,0.0010759235449583537
sentence-based-CoT,16,F5,F2,0.0477693153599983
sentence-based-CoT,16,F5,F3,0.026938144480192577
sentence-based-CoT,16,F5,F4,0.12375868683143139
sentence-based-CoT,16,F5,F5,0.9999999999914403
sentence-based-CoT,17,A1,A1,0.9999999999834492
sentence-based-CoT,17,A1,A2,0.09614694158069913
sentence-based-CoT,17,A1,A3,0.05151972400334885
sentence-based-CoT,17,A1,F0,0.012202532568421071
sentence-based-CoT,17,A1,F1,0.01857437165716012
sentence-based-CoT,17,A1,F2,0.02277419416767359
sentence-based-CoT,17,A1,F3,-0.005867112046030306
sentence-based-CoT,17,A1,F4,0.007290607624965162
sentence-based-CoT,17,A1,F5,0.007613701180857274
sentence-based-CoT,17,A2,A1,0.09614694158069913
sentence-based-CoT,17,A2,A2,0.9999999999038349
sentence-based-CoT,17,A2,A3,0.4522296024865629
sentence-based-CoT,17,A2,F0,-0.01590104090343212
sentence-based-CoT,17,A2,F1,-0.01977920350786353
sentence-based-CoT,17,A2,F2,-0.0014871514876684086
sentence-based-CoT,17,A2,F3,0.023173071330659798
sentence-based-CoT,17,A2,F4,0.007630504494746155
sentence-based-CoT,17,A2,F5,0.017373819620792184
sentence-based-CoT,17,A3,A1,0.05151972400334885
sentence-based-CoT,17,A3,A2,0.4522296024865629
sentence-based-CoT,17,A3,A3,0.999999999867055
sentence-based-CoT,17,A3,F0,-0.0069391675847273815
sentence-based-CoT,17,A3,F1,-0.009446396257625814
sentence-based-CoT,17,A3,F2,-0.013915197607438977
sentence-based-CoT,17,A3,F3,-0.006922010760603717
sentence-based-CoT,17,A3,F4,-0.0029464275426910806
sentence-based-CoT,17,A3,F5,-0.009969579289700246
sentence-based-CoT,17,F0,A1,0.012202532568421071
sentence-based-CoT,17,F0,A2,-0.01590104090343212
sentence-based-CoT,17,F0,A3,-0.0069391675847273815
sentence-based-CoT,17,F0,F0,0.9999999999954622
sentence-based-CoT,17,F0,F1,0.024502368174251384
sentence-based-CoT,17,F0,F2,0.15894060675772143
sentence-based-CoT,17,F0,F3,0.05957543116220641
sentence-based-CoT,17,F0,F4,0.09469320546536868
sentence-based-CoT,17,F0,F5,0.04124654483333832
sentence-based-CoT,17,F1,A1,0.01857437165716012
sentence-based-CoT,17,F1,A2,-0.01977920350786353
sentence-based-CoT,17,F1,A3,-0.009446396257625814
sentence-based-CoT,17,F1,F0,0.024502368174251384
sentence-based-CoT,17,F1,F1,0.9999999999881142
sentence-based-CoT,17,F1,F2,0.06608259453206755
sentence-based-CoT,17,F1,F3,0.04742810987639728
sentence-based-CoT,17,F1,F4,0.015123741769869128
sentence-based-CoT,17,F1,F5,0.00016900079373233595
sentence-based-CoT,17,F2,A1,0.02277419416767359
sentence-based-CoT,17,F2,A2,-0.0014871514876684086
sentence-based-CoT,17,F2,A3,-0.013915197607438977
sentence-based-CoT,17,F2,F0,0.15894060675772143
sentence-based-CoT,17,F2,F1,0.06608259453206755
sentence-based-CoT,17,F2,F2,0.999999999989293
sentence-based-CoT,17,F2,F3,0.07996248607736434
sentence-based-CoT,17,F2,F4,0.037198630626698266
sentence-based-CoT,17,F2,F5,0.03987162934064048
sentence-based-CoT,17,F3,A1,-0.005867112046030306
sentence-based-CoT,17,F3,A2,0.023173071330659798
sentence-based-CoT,17,F3,A3,-0.006922010760603717
sentence-based-CoT,17,F3,F0,0.05957543116220641
sentence-based-CoT,17,F3,F1,0.04742810987639728
sentence-based-CoT,17,F3,F2,0.07996248607736434
sentence-based-CoT,17,F3,F3,0.999999999981794
sentence-based-CoT,17,F3,F4,0.13864436197698732
sentence-based-CoT,17,F3,F5,0.04248354892862644
sentence-based-CoT,17,F4,A1,0.007290607624965162
sentence-based-CoT,17,F4,A2,0.007630504494746155
sentence-based-CoT,17,F4,A3,-0.0029464275426910806
sentence-based-CoT,17,F4,F0,0.09469320546536868
sentence-based-CoT,17,F4,F1,0.015123741769869128
sentence-based-CoT,17,F4,F2,0.037198630626698266
sentence-based-CoT,17,F4,F3,0.13864436197698732
sentence-based-CoT,17,F4,F4,0.9999999999828807
sentence-based-CoT,17,F4,F5,0.11742242333954415
sentence-based-CoT,17,F5,A1,0.007613701180857274
sentence-based-CoT,17,F5,A2,0.017373819620792184
sentence-based-CoT,17,F5,A3,-0.009969579289700246
sentence-based-CoT,17,F5,F0,0.04124654483333832
sentence-based-CoT,17,F5,F1,0.00016900079373233595
sentence-based-CoT,17,F5,F2,0.03987162934064048
sentence-based-CoT,17,F5,F3,0.04248354892862644
sentence-based-CoT,17,F5,F4,0.11742242333954415
sentence-based-CoT,17,F5,F5,0.9999999999912346
sentence-based-CoT,18,A1,A1,0.9999999999818183
sentence-based-CoT,18,A1,A2,0.10441413615793463
sentence-based-CoT,18,A1,A3,0.05687820867388701
sentence-based-CoT,18,A1,F0,0.006616257019929112
sentence-based-CoT,18,A1,F1,0.020107787449915565
sentence-based-CoT,18,A1,F2,0.015254343966566122
sentence-based-CoT,18,A1,F3,-0.0032968176434542344
sentence-based-CoT,18,A1,F4,0.014358362483059413
sentence-based-CoT,18,A1,F5,0.0031951563432113974
sentence-based-CoT,18,A2,A1,0.10441413615793463
sentence-based-CoT,18,A2,A2,0.999999999891888
sentence-based-CoT,18,A2,A3,0.4629531470751336
sentence-based-CoT,18,A2,F0,-0.007982527285054188
sentence-based-CoT,18,A2,F1,-0.016207051920072664
sentence-based-CoT,18,A2,F2,0.0066265054918594486
sentence-based-CoT,18,A2,F3,0.019703346583982387
sentence-based-CoT,18,A2,F4,0.006014281013277783
sentence-based-CoT,18,A2,F5,0.018191153538792616
sentence-based-CoT,18,A3,A1,0.05687820867388701
sentence-based-CoT,18,A3,A2,0.4629531470751336
sentence-based-CoT,18,A3,A3,0.9999999998454159
sentence-based-CoT,18,A3,F0,-0.007710926712922879
sentence-based-CoT,18,A3,F1,-0.010022927934010214
sentence-based-CoT,18,A3,F2,-0.013637351558367589
sentence-based-CoT,18,A3,F3,-0.007951545659397728
sentence-based-CoT,18,A3,F4,-0.004660725778816874
sentence-based-CoT,18,A3,F5,-0.010786935213976487
sentence-based-CoT,18,F0,A1,0.006616257019929112
sentence-based-CoT,18,F0,A2,-0.007982527285054188
sentence-based-CoT,18,F0,A3,-0.007710926712922879
sentence-based-CoT,18,F0,F0,0.9999999999953911
sentence-based-CoT,18,F0,F1,0.022691609937309426
sentence-based-CoT,18,F0,F2,0.16876704226767442
sentence-based-CoT,18,F0,F3,0.0604002054006307
sentence-based-CoT,18,F0,F4,0.07382038439012287
sentence-based-CoT,18,F0,F5,0.04179646160024386
sentence-based-CoT,18,F1,A1,0.020107787449915565
sentence-based-CoT,18,F1,A2,-0.016207051920072664
sentence-based-CoT,18,F1,A3,-0.010022927934010214
sentence-based-CoT,18,F1,F0,0.022691609937309426
sentence-based-CoT,18,F1,F1,0.9999999999879695
sentence-based-CoT,18,F1,F2,0.0707309528563571
sentence-based-CoT,18,F1,F3,0.05200978194042789
sentence-based-CoT,18,F1,F4,0.018654859443900527
sentence-based-CoT,18,F1,F5,-0.002389038716227259
sentence-based-CoT,18,F2,A1,0.015254343966566122
sentence-based-CoT,18,F2,A2,0.0066265054918594486
sentence-based-CoT,18,F2,A3,-0.013637351558367589
sentence-based-CoT,18,F2,F0,0.16876704226767442
sentence-based-CoT,18,F2,F1,0.0707309528563571
sentence-based-CoT,18,F2,F2,0.999999999988966
sentence-based-CoT,18,F2,F3,0.07542198103753935
sentence-based-CoT,18,F2,F4,0.03860727247752731
sentence-based-CoT,18,F2,F5,0.04949156350452754
sentence-based-CoT,18,F3,A1,-0.0032968176434542344
sentence-based-CoT,18,F3,A2,0.019703346583982387
sentence-based-CoT,18,F3,A3,-0.007951545659397728
sentence-based-CoT,18,F3,F0,0.0604002054006307
sentence-based-CoT,18,F3,F1,0.05200978194042789
sentence-based-CoT,18,F3,F2,0.07542198103753935
sentence-based-CoT,18,F3,F3,0.9999999999809729
sentence-based-CoT,18,F3,F4,0.15013283385142542
sentence-based-CoT,18,F3,F5,0.05249262303481005
sentence-based-CoT,18,F4,A1,0.014358362483059413
sentence-based-CoT,18,F4,A2,0.006014281013277783
sentence-based-CoT,18,F4,A3,-0.004660725778816874
sentence-based-CoT,18,F4,F0,0.07382038439012287
sentence-based-CoT,18,F4,F1,0.018654859443900527
sentence-based-CoT,18,F4,F2,0.03860727247752731
sentence-based-CoT,18,F4,F3,0.15013283385142542
sentence-based-CoT,18,F4,F4,0.9999999999826279
sentence-based-CoT,18,F4,F5,0.1238156017660226
sentence-based-CoT,18,F5,A1,0.0031951563432113974
sentence-based-CoT,18,F5,A2,0.018191153538792616
sentence-based-CoT,18,F5,A3,-0.010786935213976487
sentence-based-CoT,18,F5,F0,0.04179646160024386
sentence-based-CoT,18,F5,F1,-0.002389038716227259
sentence-based-CoT,18,F5,F2,0.04949156350452754
sentence-based-CoT,18,F5,F3,0.05249262303481005
sentence-based-CoT,18,F5,F4,0.1238156017660226
sentence-based-CoT,18,F5,F5,0.9999999999906057
sentence-based-CoT,19,A1,A1,0.9999999999804382
sentence-based-CoT,19,A1,A2,0.10821779060870577
sentence-based-CoT,19,A1,A3,0.05682109387507252
sentence-based-CoT,19,A1,F0,0.005327058601768776
sentence-based-CoT,19,A1,F1,0.017631355403953525
sentence-based-CoT,19,A1,F2,0.02396955055733065
sentence-based-CoT,19,A1,F3,-0.004275888761141224
sentence-based-CoT,19,A1,F4,0.01205639670999351
sentence-based-CoT,19,A1,F5,0.005079705437970998
sentence-based-CoT,19,A2,A1,0.10821779060870577
sentence-based-CoT,19,A2,A2,0.999999999888375
sentence-based-CoT,19,A2,A3,0.4569418767155167
sentence-based-CoT,19,A2,F0,-0.008690892282609415
sentence-based-CoT,19,A2,F1,-0.012817037458660419
sentence-based-CoT,19,A2,F2,0.010259439181821586
sentence-based-CoT,19,A2,F3,0.011025758297037017
sentence-based-CoT,19,A2,F4,0.006007331469947445
sentence-based-CoT,19,A2,F5,0.024637194307468344
sentence-based-CoT,19,A3,A1,0.05682109387507252
sentence-based-CoT,19,A3,A2,0.4569418767155167
sentence-based-CoT,19,A3,A3,0.9999999998341671
sentence-based-CoT,19,A3,F0,-0.005915189352808968
sentence-based-CoT,19,A3,F1,-0.00542793504035185
sentence-based-CoT,19,A3,F2,-0.01912316399223881
sentence-based-CoT,19,A3,F3,-0.003045463296941992
sentence-based-CoT,19,A3,F4,0.001505888781168736
sentence-based-CoT,19,A3,F5,-0.008014021405308273
sentence-based-CoT,19,F0,A1,0.005327058601768776
sentence-based-CoT,19,F0,A2,-0.008690892282609415
sentence-based-CoT,19,F0,A3,-0.005915189352808968
sentence-based-CoT,19,F0,F0,0.9999999999953572
sentence-based-CoT,19,F0,F1,0.011735610955448844
sentence-based-CoT,19,F0,F2,0.1728611312744183
sentence-based-CoT,19,F0,F3,0.06133124141079482
sentence-based-CoT,19,F0,F4,0.08247263842590996
sentence-based-CoT,19,F0,F5,0.04621822136820829
sentence-based-CoT,19,F1,A1,0.017631355403953525
sentence-based-CoT,19,F1,A2,-0.012817037458660419
sentence-based-CoT,19,F1,A3,-0.00542793504035185
sentence-based-CoT,19,F1,F0,0.011735610955448844
sentence-based-CoT,19,F1,F1,0.9999999999879068
sentence-based-CoT,19,F1,F2,0.08012682951683592
sentence-based-CoT,19,F1,F3,0.04608415876470846
sentence-based-CoT,19,F1,F4,0.018144985362292122
sentence-based-CoT,19,F1,F5,-0.004308515660181047
sentence-based-CoT,19,F2,A1,0.02396955055733065
sentence-based-CoT,19,F2,A2,0.010259439181821586
sentence-based-CoT,19,F2,A3,-0.01912316399223881
sentence-based-CoT,19,F2,F0,0.1728611312744183
sentence-based-CoT,19,F2,F1,0.08012682951683592
sentence-based-CoT,19,F2,F2,0.9999999999890364
sentence-based-CoT,19,F2,F3,0.07449080993034808
sentence-based-CoT,19,F2,F4,0.032120513505276366
sentence-based-CoT,19,F2,F5,0.0450079838830161
sentence-based-CoT,19,F3,A1,-0.004275888761141224
sentence-based-CoT,19,F3,A2,0.011025758297037017
sentence-based-CoT,19,F3,A3,-0.003045463296941992
sentence-based-CoT,19,F3,F0,0.06133124141079482
sentence-based-CoT,19,F3,F1,0.04608415876470846
sentence-based-CoT,19,F3,F2,0.07449080993034808
sentence-based-CoT,19,F3,F3,0.9999999999809048
sentence-based-CoT,19,F3,F4,0.16003262929493212
sentence-based-CoT,19,F3,F5,0.058299061465903405
sentence-based-CoT,19,F4,A1,0.01205639670999351
sentence-based-CoT,19,F4,A2,0.006007331469947445
sentence-based-CoT,19,F4,A3,0.001505888781168736
sentence-based-CoT,19,F4,F0,0.08247263842590996
sentence-based-CoT,19,F4,F1,0.018144985362292122
sentence-based-CoT,19,F4,F2,0.032120513505276366
sentence-based-CoT,19,F4,F3,0.16003262929493212
sentence-based-CoT,19,F4,F4,0.9999999999824375
sentence-based-CoT,19,F4,F5,0.12061063034685574
sentence-based-CoT,19,F5,A1,0.005079705437970998
sentence-based-CoT,19,F5,A2,0.024637194307468344
sentence-based-CoT,19,F5,A3,-0.008014021405308273
sentence-based-CoT,19,F5,F0,0.04621822136820829
sentence-based-CoT,19,F5,F1,-0.004308515660181047
