statement,label,country,cities,stated_k,actual_k
"Exactly 5 of the following cities are in Chad: Oklahoma City, Bilimora, Katsina, Kemerovo, Sanmenxia.",0,Chad,"('Bilimora', 'Katsina', 'Kemerovo', 'Oklahoma City', 'Sanmenxia')",5,0
"Exactly 2 of the following cities are in Pakistan: Xuhui, Yangquan, Kagoshima, Shekhupura, Bouake.",0,Pakistan,"('Bouake', 'Kagoshima', 'Shekhupura', 'Xuhui', 'Yangquan')",2,1
"Exactly 4 of the following cities are in Germany: Hannover, Yichang, Duesseldorf, Munich, Koeln.",1,Germany,"('Duesseldorf', 'Hannover', 'Koeln', 'Munich', 'Yichang')",4,4
"Exactly 4 of the following cities are in the Democratic Republic of the Congo: Tshikapa, Mbuji-Mayi, Bukavu, Benoni, Kolwezi.",1,the Democratic Republic of the Congo,"('Benoni', 'Bukavu', 'Kolwezi', 'Mbuji-Mayi', 'Tshikapa')",4,4
"Exactly 5 of the following cities are in South Africa: Evaton, Soweto, Gqeberha, Pietermaritzburg, Soshanguve.",1,South Africa,"('Evaton', 'Gqeberha', 'Pietermaritzburg', 'Soshanguve', 'Soweto')",5,5
"Exactly 0 of the following cities are in Ecuador: Guayaquil, Oklahoma City, Cheongju-si, Sultanah, Santiago de Cuba.",0,Ecuador,"('Cheongju-si', 'Guayaquil', 'Oklahoma City', 'Santiago de Cuba', 'Sultanah')",0,1
"Exactly 2 of the following cities are in Tanzania: Antalya, Chiclayo, Kampala, Dodoma, Lu'an.",0,Tanzania,"('Antalya', 'Chiclayo', 'Dodoma', 'Kampala', ""Lu'an"")",2,1
"Exactly 3 of the following cities are in Myanmar: Suez, Nay Pyi Taw, Yangon, Mandalay, Tangier.",1,Myanmar,"('Mandalay', 'Nay Pyi Taw', 'Suez', 'Tangier', 'Yangon')",3,3
"Exactly 5 of the following cities are in China: Chizhou, Sanming, Xining, Bayan Nur, Taicang.",1,China,"('Bayan Nur', 'Chizhou', 'Sanming', 'Taicang', 'Xining')",5,5
"Exactly 1 of the following cities are in Uzbekistan: Namangan, Andijon, Tashkent, Sofia, Samarkand.",0,Uzbekistan,"('Andijon', 'Namangan', 'Samarkand', 'Sofia', 'Tashkent')",1,4
"Exactly 2 of the following cities are in South Africa: Pretoria, Evaton, Durban, Cape Town, Soshanguve.",0,South Africa,"('Cape Town', 'Durban', 'Evaton', 'Pretoria', 'Soshanguve')",2,5
"Exactly 5 of the following cities are in China: Suizhou, Zhongwei, Weihai, Tianjin, Qionghai.",1,China,"('Qionghai', 'Suizhou', 'Tianjin', 'Weihai', 'Zhongwei')",5,5
"Exactly 4 of the following cities are in Seychelles: Cheonan, Yingkou, Omdurman, Langfang, Toulouse.",0,Seychelles,"('Cheonan', 'Langfang', 'Omdurman', 'Toulouse', 'Yingkou')",4,0
"Exactly 3 of the following cities are in Turkey: Indianapolis, Cankaya, Ankara, Yangpu, Eskisehir.",1,Turkey,"('Ankara', 'Cankaya', 'Eskisehir', 'Indianapolis', 'Yangpu')",3,3
"Exactly 0 of the following cities are in Vietnam: Qui Nhon, Tangier, Hiroshima, Tiruppur, Shangrao.",0,Vietnam,"('Hiroshima', 'Qui Nhon', 'Shangrao', 'Tangier', 'Tiruppur')",0,1
"Exactly 1 of the following cities are in the Bahamas: Mumbai, Sialkot, Zhenjiang, Niteroi, Pontianak.",0,the Bahamas,"('Mumbai', 'Niteroi', 'Pontianak', 'Sialkot', 'Zhenjiang')",1,0
"Exactly 1 of the following cities are in Ethiopia: Basrah, New South Memphis, Bhopal, Cheongju-si, Hachioji.",0,Ethiopia,"('Basrah', 'Bhopal', 'Cheongju-si', 'Hachioji', 'New South Memphis')",1,0
"Exactly 3 of the following cities are in India: Tshikapa, Lianyungang, Xianyang, Caloocan, Gaziantep.",0,India,"('Caloocan', 'Gaziantep', 'Lianyungang', 'Tshikapa', 'Xianyang')",3,0
"Exactly 4 of the following cities are in Tanzania: Dodoma, Zanzibar, Porto Velho, Arusha, Mbeya.",1,Tanzania,"('Arusha', 'Dodoma', 'Mbeya', 'Porto Velho', 'Zanzibar')",4,4
"Exactly 0 of the following cities are in Bangladesh: Khulna, Douala, Chattogram, Diyarbakir, Pallabi.",0,Bangladesh,"('Chattogram', 'Diyarbakir', 'Douala', 'Khulna', 'Pallabi')",0,3
"Exactly 5 of the following cities are in Iceland: Feira de Santana, Port-au-Prince, Xingtai, Eskisehir, Banjarmasin.",0,Iceland,"('Banjarmasin', 'Eskisehir', 'Feira de Santana', 'Port-au-Prince', 'Xingtai')",5,0
"Exactly 5 of the following cities are in Germany: Nuremberg, Hannover, Frankfurt am Main, Koeln, Duesseldorf.",1,Germany,"('Duesseldorf', 'Frankfurt am Main', 'Hannover', 'Koeln', 'Nuremberg')",5,5
"Exactly 0 of the following cities are in Angola: Maianga, Mulenvos, Benguela, Gujranwala, Cabinda.",0,Angola,"('Benguela', 'Cabinda', 'Gujranwala', 'Maianga', 'Mulenvos')",0,4
"Exactly 2 of the following cities are in Djibouti: Tegucigalpa, Maoming, Korla, Guang'an, Oslo.",0,Djibouti,"(""Guang'an"", 'Korla', 'Maoming', 'Oslo', 'Tegucigalpa')",2,0
"Exactly 4 of the following cities are in Mozambique: Zhaoqing, Maputo, Multan, Aqsu, Eskisehir.",0,Mozambique,"('Aqsu', 'Eskisehir', 'Maputo', 'Multan', 'Zhaoqing')",4,1
"Exactly 1 of the following cities are in Russia: Cangzhou, Wroclaw, Irkutsk, Lusaka, Qujing.",1,Russia,"('Cangzhou', 'Irkutsk', 'Lusaka', 'Qujing', 'Wroclaw')",1,1
"Exactly 4 of the following cities are in Saudi Arabia: Budapest, Sultanah, Buraydah, Makkah, Jeddah.",1,Saudi Arabia,"('Budapest', 'Buraydah', 'Jeddah', 'Makkah', 'Sultanah')",4,4
"Exactly 2 of the following cities are in Guinea: Cuttack, Bekasi, Conakry, Rizhao, Abuja.",0,Guinea,"('Abuja', 'Bekasi', 'Conakry', 'Cuttack', 'Rizhao')",2,1
"Exactly 0 of the following cities are in Finland: Huizhou, Milwaukee, Sevastopol, Huangshi, Indianapolis.",1,Finland,"('Huangshi', 'Huizhou', 'Indianapolis', 'Milwaukee', 'Sevastopol')",0,0
"Exactly 1 of the following cities are in Eritrea: Abu Ghurayb, Asmara, Nanded, Leipzig, Kunshan.",1,Eritrea,"('Abu Ghurayb', 'Asmara', 'Kunshan', 'Leipzig', 'Nanded')",1,1
"Exactly 5 of the following cities are in Egypt: Assiut, Suez, Madinat an Nasr, Port Said, Giza.",1,Egypt,"('Assiut', 'Giza', 'Madinat an Nasr', 'Port Said', 'Suez')",5,5
"Exactly 0 of the following cities are in Japan: Mianzhu, Deyang, Sichuan, Lueliang, Bhavnagar, Himeji, Sapporo.",0,Japan,"('Bhavnagar', 'Himeji', 'Lueliang', 'Mianzhu, Deyang, Sichuan', 'Sapporo')",0,2
"Exactly 4 of the following cities are in Ghana: Surakarta, Xuzhou, Qiqihar, Bandar Lampung, Pasir Gudang.",0,Ghana,"('Bandar Lampung', 'Pasir Gudang', 'Qiqihar', 'Surakarta', 'Xuzhou')",4,0
"Exactly 2 of the following cities are in Ecuador: Okayama, Quito, Guayaquil, Jabalpur, Qingpu.",1,Ecuador,"('Guayaquil', 'Jabalpur', 'Okayama', 'Qingpu', 'Quito')",2,2
"Exactly 2 of the following cities are in Honduras: Pudong, San Pedro Sula, Qionghai, Tegucigalpa, Kimhae.",1,Honduras,"('Kimhae', 'Pudong', 'Qionghai', 'San Pedro Sula', 'Tegucigalpa')",2,2
"Exactly 3 of the following cities are in Ecuador: Bandar Lampung, Matola, Wanxian, Quito, Guayaquil.",0,Ecuador,"('Bandar Lampung', 'Guayaquil', 'Matola', 'Quito', 'Wanxian')",3,2
"Exactly 3 of the following cities are in Zambia: Al Ahmadi, Moradabad, Ndola, Kitwe, Lusaka.",1,Zambia,"('Al Ahmadi', 'Kitwe', 'Lusaka', 'Moradabad', 'Ndola')",3,3
"Exactly 1 of the following cities are in South Korea: Bucheon-si, Kirkuk, Gwalior, Cheongju-si, Barnaul.",0,South Korea,"('Barnaul', 'Bucheon-si', 'Cheongju-si', 'Gwalior', 'Kirkuk')",1,2
"Exactly 5 of the following cities are in Germany: Leipzig, Munich, Nuremberg, Dortmund, Frankfurt am Main.",1,Germany,"('Dortmund', 'Frankfurt am Main', 'Leipzig', 'Munich', 'Nuremberg')",5,5
"Exactly 5 of the following cities are in Bangladesh: Zhumadian, Rangpur, Shihezi, Khulna, Mexicali.",0,Bangladesh,"('Khulna', 'Mexicali', 'Rangpur', 'Shihezi', 'Zhumadian')",5,2
"Exactly 5 of the following cities are in Egypt: Homyel', Jhang Sadr, Al Basrah al Qadimah, Mianzhu, Deyang, Sichuan, Pasig City.",0,Egypt,"('Al Basrah al Qadimah', ""Homyel'"", 'Jhang Sadr', 'Mianzhu, Deyang, Sichuan', 'Pasig City')",5,0
"Exactly 2 of the following cities are in Guinea: Camayenne, Santiago de los Caballeros, Conakry, Izmir, Loni.",1,Guinea,"('Camayenne', 'Conakry', 'Izmir', 'Loni', 'Santiago de los Caballeros')",2,2
"Exactly 2 of the following cities are in Bulgaria: Zhabei, Vijayawada, Sofia, Carrefour, Karol Bagh.",0,Bulgaria,"('Carrefour', 'Karol Bagh', 'Sofia', 'Vijayawada', 'Zhabei')",2,1
"Exactly 0 of the following cities are in the Dominican Republic: Kagoshima, Cimahi, Santo Domingo Este, Rajshahi, Ar Raqqah.",0,the Dominican Republic,"('Ar Raqqah', 'Cimahi', 'Kagoshima', 'Rajshahi', 'Santo Domingo Este')",0,1
"Exactly 5 of the following cities are in India: Sangli, Karol Bagh, Gurugram, Visakhapatnam, Bareilly.",1,India,"('Bareilly', 'Gurugram', 'Karol Bagh', 'Sangli', 'Visakhapatnam')",5,5
"Exactly 3 of the following cities are in Uzbekistan: Nellore, Batam, Serang, Changshu, Sao Jose dos Campos.",0,Uzbekistan,"('Batam', 'Changshu', 'Nellore', 'Sao Jose dos Campos', 'Serang')",3,0
"Exactly 5 of the following cities are in Iraq: Al Mawsil al Jadidah, Semarang, Tanggu, Dushanbe, Sadr City.",0,Iraq,"('Al Mawsil al Jadidah', 'Dushanbe', 'Sadr City', 'Semarang', 'Tanggu')",5,2
"Exactly 1 of the following cities are in Afghanistan: Johannesburg, Mazar-e Sharif, Sangli, Ibadan, Cotonou.",1,Afghanistan,"('Cotonou', 'Ibadan', 'Johannesburg', 'Mazar-e Sharif', 'Sangli')",1,1
"Exactly 1 of the following cities are in Pakistan: Faisalabad, Dera Ismail Khan, Okara, Rahim Yar Khan, Gujrat.",0,Pakistan,"('Dera Ismail Khan', 'Faisalabad', 'Gujrat', 'Okara', 'Rahim Yar Khan')",1,5
"Exactly 5 of the following cities are in Indonesia: Malang, Palembang, Batam, Balikpapan, Serang.",1,Indonesia,"('Balikpapan', 'Batam', 'Malang', 'Palembang', 'Serang')",5,5
"Exactly 1 of the following cities are in Djibouti: Balbala, Aqsu, Dar es Salaam, Nha Trang, Mohammadpur.",1,Djibouti,"('Aqsu', 'Balbala', 'Dar es Salaam', 'Mohammadpur', 'Nha Trang')",1,1
"Exactly 4 of the following cities are in Uzbekistan: Tyumen, Andijon, Samarkand, Tashkent, Namangan.",1,Uzbekistan,"('Andijon', 'Namangan', 'Samarkand', 'Tashkent', 'Tyumen')",4,4
"Exactly 5 of the following cities are in Turkey: Malatya, UEskuedar, Esenyurt, Kuecuekcekmece, Bursa.",1,Turkey,"('Bursa', 'Esenyurt', 'Kuecuekcekmece', 'Malatya', 'UEskuedar')",5,5
"Exactly 2 of the following cities are in North Korea: Siping, Pyongyang, Hamhung, Baotou, Rahim Yar Khan.",1,North Korea,"('Baotou', 'Hamhung', 'Pyongyang', 'Rahim Yar Khan', 'Siping')",2,2
"Exactly 3 of the following cities are in Indonesia: Malang, South Tangerang, Mudanjiang, Bucaramanga, Pekanbaru.",1,Indonesia,"('Bucaramanga', 'Malang', 'Mudanjiang', 'Pekanbaru', 'South Tangerang')",3,3
"Exactly 0 of the following cities are in Panama: Ajegunle, Omdurman, Faridabad, Ulsan, Wuzhou.",1,Panama,"('Ajegunle', 'Faridabad', 'Omdurman', 'Ulsan', 'Wuzhou')",0,0
"Exactly 4 of the following cities are in Japan: Saitama, Hiroshima, Florianopolis, Hamamatsu, Himeji.",1,Japan,"('Florianopolis', 'Hamamatsu', 'Himeji', 'Hiroshima', 'Saitama')",4,4
"Exactly 2 of the following cities are in Senegal: Santo Domingo Oeste, Pikine, UEskuedar, Dakar, Kota Kuala Muda.",1,Senegal,"('Dakar', 'Kota Kuala Muda', 'Pikine', 'Santo Domingo Oeste', 'UEskuedar')",2,2
"Exactly 0 of the following cities are in China: Chongming, Huaibei, Pingdingshan, Zhabei, Yichang.",0,China,"('Chongming', 'Huaibei', 'Pingdingshan', 'Yichang', 'Zhabei')",0,5
"Exactly 3 of the following cities are in the Dominican Republic: Santo Domingo Este, Xianning, Santiago de los Caballeros, Salta, Recife.",0,the Dominican Republic,"('Recife', 'Salta', 'Santiago de los Caballeros', 'Santo Domingo Este', 'Xianning')",3,2
"Exactly 5 of the following cities are in Malaysia: Kuantan, Malacca, Mukim Pulai, Kuala Lumpur, Kota Kinabalu.",1,Malaysia,"('Kota Kinabalu', 'Kuala Lumpur', 'Kuantan', 'Malacca', 'Mukim Pulai')",5,5
"Exactly 2 of the following cities are in Armenia: Selayang Baru Utara, Yerevan, Suginami, Kermanshah, Nanded.",0,Armenia,"('Kermanshah', 'Nanded', 'Selayang Baru Utara', 'Suginami', 'Yerevan')",2,1
"Exactly 4 of the following cities are in Russia: Mbuji-Mayi, Omsk, Tyumen, Astrakhan, Orenburg.",1,Russia,"('Astrakhan', 'Mbuji-Mayi', 'Omsk', 'Orenburg', 'Tyumen')",4,4
"Exactly 2 of the following cities are in Estonia: Arequipa, Ibb, Al Ain City, Hlaingthaya, Evaton.",0,Estonia,"('Al Ain City', 'Arequipa', 'Evaton', 'Hlaingthaya', 'Ibb')",2,0
"Exactly 0 of the following cities are in Senegal: New South Memphis, Pikine, Zhongwei, Tiruppur, Malingao.",0,Senegal,"('Malingao', 'New South Memphis', 'Pikine', 'Tiruppur', 'Zhongwei')",0,1
"Exactly 1 of the following cities are in Nigeria: Kashgar, Bamako, Erode, Homs, South Tangerang.",0,Nigeria,"('Bamako', 'Erode', 'Homs', 'Kashgar', 'South Tangerang')",1,0
"Exactly 3 of the following cities are in the United Arab Emirates: Mexico City, Muntinlupa, Dnipro, Nanning, Antananarivo.",0,the United Arab Emirates,"('Antananarivo', 'Dnipro', 'Mexico City', 'Muntinlupa', 'Nanning')",3,0
"Exactly 1 of the following cities are in Tajikistan: Shaoxing, Dushanbe, Setagaya, Krasnoyarsk, Jakarta.",1,Tajikistan,"('Dushanbe', 'Jakarta', 'Krasnoyarsk', 'Setagaya', 'Shaoxing')",1,1
"Exactly 0 of the following cities are in the United Arab Emirates: Hefei, Muntinlupa, Bulawayo, Kryvyy Rih, Nyala.",1,the United Arab Emirates,"('Bulawayo', 'Hefei', 'Kryvyy Rih', 'Muntinlupa', 'Nyala')",0,0
"Exactly 3 of the following cities are in Moldova: Mombasa, Chisinau, Porto Alegre, Jiamusi, Maturin.",0,Moldova,"('Chisinau', 'Jiamusi', 'Maturin', 'Mombasa', 'Porto Alegre')",3,1
"Exactly 4 of the following cities are in Bosnia and Herzegovina: Hoji ya Henda, Sanming, Iskandar Puteri, Zhongwei, Mukalla.",0,Bosnia and Herzegovina,"('Hoji ya Henda', 'Iskandar Puteri', 'Mukalla', 'Sanming', 'Zhongwei')",4,0
"Exactly 5 of the following cities are in Botswana: Dnipro, Qingdao, Korla, Teni, Homs.",0,Botswana,"('Dnipro', 'Homs', 'Korla', 'Qingdao', 'Teni')",5,0
"Exactly 5 of the following cities are in Saudi Arabia: Ta'if, Dammam, Ha'il, Najran, Makkah.",1,Saudi Arabia,"('Dammam', ""Ha'il"", 'Makkah', 'Najran', ""Ta'if"")",5,5
"Exactly 4 of the following cities are in Canada: Minhang, Benguela, Lilongwe, Zhaotong, Mississauga.",0,Canada,"('Benguela', 'Lilongwe', 'Minhang', 'Mississauga', 'Zhaotong')",4,1
"Exactly 3 of the following cities are in Japan: Edogawe, Utsunomiya, Jieyang, Okayama, Osaka.",0,Japan,"('Edogawe', 'Jieyang', 'Okayama', 'Osaka', 'Utsunomiya')",3,4
"Exactly 4 of the following cities are in Japan: Conakry, Shuangyashan, Sapporo, Kyoto, Itabashi.",0,Japan,"('Conakry', 'Itabashi', 'Kyoto', 'Sapporo', 'Shuangyashan')",4,3
"Exactly 0 of the following cities are in Germany: Oklahoma City, Kigali, Ra's Bayrut, Chengdu, Bulawayo.",1,Germany,"('Bulawayo', 'Chengdu', 'Kigali', 'Oklahoma City', ""Ra's Bayrut"")",0,0
"Exactly 4 of the following cities are in Sudan: Khartoum North, Khartoum, Omdurman, Kanpur, Nyala.",1,Sudan,"('Kanpur', 'Khartoum', 'Khartoum North', 'Nyala', 'Omdurman')",4,4
"Exactly 2 of the following cities are in Egypt: Suez, Al Mahallah al Kubra, Kobe, Moradabad, Nagpur.",1,Egypt,"('Al Mahallah al Kubra', 'Kobe', 'Moradabad', 'Nagpur', 'Suez')",2,2
"Exactly 2 of the following cities are in Thailand: Bhayandar, Kampala, Jajmau, Tangerang, Nanchang.",0,Thailand,"('Bhayandar', 'Jajmau', 'Kampala', 'Nanchang', 'Tangerang')",2,0
"Exactly 0 of the following cities are in Ukraine: Kharkiv, Guiyang, Kemerovo, Kumasi, Xinyang.",0,Ukraine,"('Guiyang', 'Kemerovo', 'Kharkiv', 'Kumasi', 'Xinyang')",0,1
"Exactly 0 of the following cities are in Ecuador: Yangpu, Guayaquil, Vinh, Taiz, Quito.",0,Ecuador,"('Guayaquil', 'Quito', 'Taiz', 'Vinh', 'Yangpu')",0,2
"Exactly 4 of the following cities are in Peru: Chiclayo, Riga, Yangpu, Huaibei, Piura.",0,Peru,"('Chiclayo', 'Huaibei', 'Piura', 'Riga', 'Yangpu')",4,2
"Exactly 1 of the following cities are in Mozambique: Warri, Xinyu, UEskuedar, Maputo, Porto Velho.",1,Mozambique,"('Maputo', 'Porto Velho', 'UEskuedar', 'Warri', 'Xinyu')",1,1
"Exactly 2 of the following cities are in Côte d'Ivoire: Mukalla, Santo Domingo Este, Kryvyy Rih, Abobo, Bouake.",1,Côte d'Ivoire,"('Abobo', 'Bouake', 'Kryvyy Rih', 'Mukalla', 'Santo Domingo Este')",2,2
"Exactly 0 of the following cities are in Venezuela: Pekanbaru, Kobe, Yingkou, Hannover, Pikine.",1,Venezuela,"('Hannover', 'Kobe', 'Pekanbaru', 'Pikine', 'Yingkou')",0,0
"Exactly 0 of the following cities are in Hungary: Guwahati, Zhanjiang, Arequipa, Gustavo Adolfo Madero, Goyang-si.",1,Hungary,"('Arequipa', 'Goyang-si', 'Gustavo Adolfo Madero', 'Guwahati', 'Zhanjiang')",0,0
"Exactly 4 of the following cities are in Morocco: Agadir, Tangier, Barnaul, Fes, Oujda.",1,Morocco,"('Agadir', 'Barnaul', 'Fes', 'Oujda', 'Tangier')",4,4
"Exactly 3 of the following cities are in Zambia: Ndola, Jamnagar, Kitwe, Tyumen, Lusaka.",1,Zambia,"('Jamnagar', 'Kitwe', 'Lusaka', 'Ndola', 'Tyumen')",3,3
"Exactly 4 of the following cities are in Panama: Sao Jose dos Campos, Benxi, Mbuji-Mayi, Ndola, Chongqing.",0,Panama,"('Benxi', 'Chongqing', 'Mbuji-Mayi', 'Ndola', 'Sao Jose dos Campos')",4,0
"Exactly 3 of the following cities are in Iraq: Sulaymaniyah, Al Basrah al Qadimah, Foshan, Maoming, Erbil.",1,Iraq,"('Al Basrah al Qadimah', 'Erbil', 'Foshan', 'Maoming', 'Sulaymaniyah')",3,3
"Exactly 5 of the following cities are in Germany: Koeln, Nuremberg, Hannover, Dortmund, Frankfurt am Main.",1,Germany,"('Dortmund', 'Frankfurt am Main', 'Hannover', 'Koeln', 'Nuremberg')",5,5
"Exactly 4 of the following cities are in Kazakhstan: Managua, Khartoum, Sungai Petani, Okayama, Shihezi.",0,Kazakhstan,"('Khartoum', 'Managua', 'Okayama', 'Shihezi', 'Sungai Petani')",4,0
"Exactly 0 of the following cities are in Kyrgyzstan: Makassar, Winnipeg, Peshawar, Kuantan, San Luis Potosi.",1,Kyrgyzstan,"('Kuantan', 'Makassar', 'Peshawar', 'San Luis Potosi', 'Winnipeg')",0,0
"Exactly 2 of the following cities are in Chad: Callao, Ajegunle, N'Djamena, Faridabad, Nouakchott.",0,Chad,"('Ajegunle', 'Callao', 'Faridabad', ""N'Djamena"", 'Nouakchott')",2,1
"Exactly 0 of the following cities are in Papua New Guinea: Kyiv, Qinzhou, Golfe, Mianzhu, Deyang, Sichuan, Quetta.",1,Papua New Guinea,"('Golfe', 'Kyiv', 'Mianzhu, Deyang, Sichuan', 'Qinzhou', 'Quetta')",0,0
"Exactly 0 of the following cities are in the Czech Republic: Kaifeng, Mogadishu, Wanzhou, Qingpu, Kolwezi.",1,the Czech Republic,"('Kaifeng', 'Kolwezi', 'Mogadishu', 'Qingpu', 'Wanzhou')",0,0
"Exactly 3 of the following cities are in Egypt: Jamnagar, Assiut, Madinat an Nasr, Shubra al Khaymah, Suez.",0,Egypt,"('Assiut', 'Jamnagar', 'Madinat an Nasr', 'Shubra al Khaymah', 'Suez')",3,4
"Exactly 2 of the following cities are in North Korea: Pyongyang, Mysuru, Ha'il, Hamhung, Lanzhou.",1,North Korea,"(""Ha'il"", 'Hamhung', 'Lanzhou', 'Mysuru', 'Pyongyang')",2,2
"Exactly 1 of the following cities are in Japan: South Tangerang, Iskandar Puteri, Sapporo, Teresina, Camayenne.",1,Japan,"('Camayenne', 'Iskandar Puteri', 'Sapporo', 'South Tangerang', 'Teresina')",1,1
"Exactly 5 of the following cities are in Cambodia: Pimpri-Chinchwad, Taicang, Tiruppur, Nakuru, Wuzhou.",0,Cambodia,"('Nakuru', 'Pimpri-Chinchwad', 'Taicang', 'Tiruppur', 'Wuzhou')",5,0
"Exactly 2 of the following cities are in Russia: Yaroslavl, Penza, Saint Petersburg, Krasnodar, Volgograd.",0,Russia,"('Krasnodar', 'Penza', 'Saint Petersburg', 'Volgograd', 'Yaroslavl')",2,5
"Exactly 0 of the following cities are in South Africa: Durban, Pietermaritzburg, Santo Domingo Este, Karachi, Evaton.",0,South Africa,"('Durban', 'Evaton', 'Karachi', 'Pietermaritzburg', 'Santo Domingo Este')",0,3
"Exactly 3 of the following cities are in Zambia: Shenyang, Zhongwei, Lusaka, Kitwe, Belford Roxo.",0,Zambia,"('Belford Roxo', 'Kitwe', 'Lusaka', 'Shenyang', 'Zhongwei')",3,2
"Exactly 4 of the following cities are in Italy: Ananindeua, Chongming, Rostov-on-Don, Koeln, Yangquan.",0,Italy,"('Ananindeua', 'Chongming', 'Koeln', 'Rostov-on-Don', 'Yangquan')",4,0
"Exactly 3 of the following cities are in Haiti: Port-au-Prince, Lyon, Situbondo, Kallakurichi, Carrefour.",0,Haiti,"('Carrefour', 'Kallakurichi', 'Lyon', 'Port-au-Prince', 'Situbondo')",3,2
"Exactly 0 of the following cities are in Guatemala: Rajkot, Borivli, Guatemala City, Tangerang, Balikpapan.",0,Guatemala,"('Balikpapan', 'Borivli', 'Guatemala City', 'Rajkot', 'Tangerang')",0,1
"Exactly 5 of the following cities are in Malawi: Kolwezi, Kananga, Hannover, Quezon City, Ulan Bator.",0,Malawi,"('Hannover', 'Kananga', 'Kolwezi', 'Quezon City', 'Ulan Bator')",5,0
"Exactly 1 of the following cities are in Cameroon: Kumasi, Osaka, Douala, Shenyang, Beijing.",1,Cameroon,"('Beijing', 'Douala', 'Kumasi', 'Osaka', 'Shenyang')",1,1
"Exactly 3 of the following cities are in Canada: Calgary, Quebec, Mbeya, Mississauga, Huzhou.",1,Canada,"('Calgary', 'Huzhou', 'Mbeya', 'Mississauga', 'Quebec')",3,3
"Exactly 2 of the following cities are in Mozambique: Beira, N'Djamena, Nampula, Matola, Maputo.",0,Mozambique,"('Beira', 'Maputo', 'Matola', ""N'Djamena"", 'Nampula')",2,4
"Exactly 1 of the following cities are in Myanmar: Hlaingthaya, Stockholm, Katsina, Huangshi, Bien Hoa.",1,Myanmar,"('Bien Hoa', 'Hlaingthaya', 'Huangshi', 'Katsina', 'Stockholm')",1,1
"Exactly 1 of the following cities are in Lithuania: Nagoya, Vilnius, Pune, Erzurum, Hefei.",1,Lithuania,"('Erzurum', 'Hefei', 'Nagoya', 'Pune', 'Vilnius')",1,1
"Exactly 2 of the following cities are in South Africa: Lipetsk, Kemerovo, Pekanbaru, Thembisa, Cuiaba.",0,South Africa,"('Cuiaba', 'Kemerovo', 'Lipetsk', 'Pekanbaru', 'Thembisa')",2,1
"Exactly 3 of the following cities are in Japan: Matsuyama, Utsunomiya, Guiyang, Aihara, Johor Bahru.",1,Japan,"('Aihara', 'Guiyang', 'Johor Bahru', 'Matsuyama', 'Utsunomiya')",3,3
"Exactly 2 of the following cities are in France: Bareilly, Lyon, Puxi, Xiamen, Toulouse.",1,France,"('Bareilly', 'Lyon', 'Puxi', 'Toulouse', 'Xiamen')",2,2
"Exactly 4 of the following cities are in Austria: Bijie, Niamey, Huainan, Shaoxing, Tabriz.",0,Austria,"('Bijie', 'Huainan', 'Niamey', 'Shaoxing', 'Tabriz')",4,0
"Exactly 2 of the following cities are in Vietnam: Nanjing, Zhanjiang, Almaty, Abu Dhabi, Luohe.",0,Vietnam,"('Abu Dhabi', 'Almaty', 'Luohe', 'Nanjing', 'Zhanjiang')",2,0
"Exactly 3 of the following cities are in Ukraine: Kryvyy Rih, Yaroslavl, Odesa, Dnipro, Mexico City.",1,Ukraine,"('Dnipro', 'Kryvyy Rih', 'Mexico City', 'Odesa', 'Yaroslavl')",3,3
"Exactly 4 of the following cities are in Kenya: Mombasa, Nairobi, Nakuru, Suizhou, Kakamega.",1,Kenya,"('Kakamega', 'Mombasa', 'Nairobi', 'Nakuru', 'Suizhou')",4,4
"Exactly 1 of the following cities are in Mexico: Zapopan, Ha'il, Cebu City, Cuautitlan Izcalli, Jinzhong.",0,Mexico,"('Cebu City', 'Cuautitlan Izcalli', ""Ha'il"", 'Jinzhong', 'Zapopan')",1,2
"Exactly 2 of the following cities are in Colombia: Cucuta, Barranquilla, Ibague, Soacha, Bucaramanga.",0,Colombia,"('Barranquilla', 'Bucaramanga', 'Cucuta', 'Ibague', 'Soacha')",2,5
"Exactly 1 of the following cities are in Guatemala: Dakar, Guatemala City, Jieyang, Kitwe, Kunshan.",1,Guatemala,"('Dakar', 'Guatemala City', 'Jieyang', 'Kitwe', 'Kunshan')",1,1
"Exactly 4 of the following cities are in Syria: Aleppo, Ar Raqqah, Homs, Shaoxing, Latakia.",1,Syria,"('Aleppo', 'Ar Raqqah', 'Homs', 'Latakia', 'Shaoxing')",4,4
"Exactly 2 of the following cities are in Haiti: Cuiaba, Rui'an, Jaboatao dos Guararapes, Carrefour, Port-au-Prince.",1,Haiti,"('Carrefour', 'Cuiaba', 'Jaboatao dos Guararapes', 'Port-au-Prince', ""Rui'an"")",2,2
"Exactly 0 of the following cities are in Angola: Saint Petersburg, Nanded, Maianga, Hoji ya Henda, Benguela.",0,Angola,"('Benguela', 'Hoji ya Henda', 'Maianga', 'Nanded', 'Saint Petersburg')",0,3
"Exactly 5 of the following cities are in Venezuela: Barquisimeto, Contagem, Maracaibo, Benoni, Caracas.",0,Venezuela,"('Barquisimeto', 'Benoni', 'Caracas', 'Contagem', 'Maracaibo')",5,3
"Exactly 5 of the following cities are in Iran: Karaj, Hamadan, Kermanshah, Tehran, Qom.",1,Iran,"('Hamadan', 'Karaj', 'Kermanshah', 'Qom', 'Tehran')",5,5
