statement,label,country,cities,stated_k,actual_k
"Exactly 2 of the following cities are in Barbados: Wuhan, UEskuedar.",0,Barbados,"('UEskuedar', 'Wuhan')",2,0
"Exactly 2 of the following cities are in the Bahamas: Luancheng, Bangkok.",0,the Bahamas,"('Bangkok', 'Luancheng')",2,0
"Exactly 1 of the following cities are in North Korea: Hamhung, Onitsha.",1,North Korea,"('Hamhung', 'Onitsha')",1,1
"Exactly 0 of the following cities are in Hungary: Ile-Ife, Tijuana.",1,Hungary,"('Ile-Ife', 'Tijuana')",0,0
"Exactly 0 of the following cities are in Bolivia: Madinat an Nasr, Surakarta.",1,Bolivia,"('Madinat an Nasr', 'Surakarta')",0,0
"Exactly 2 of the following cities are in Brazil: Aparecida de Goiania, Sao Bernardo do Campo.",1,Brazil,"('Aparecida de Goiania', 'Sao Bernardo do Campo')",2,2
"Exactly 2 of the following cities are in Morocco: Oujda, Marrakesh.",1,Morocco,"('Marrakesh', 'Oujda')",2,2
"Exactly 1 of the following cities are in Algeria: Algiers, Manaus.",1,Algeria,"('Algiers', 'Manaus')",1,1
"Exactly 1 of the following cities are in Iran: Tehran, Qom.",0,Iran,"('Qom', 'Tehran')",1,2
"Exactly 1 of the following cities are in Suriname: Seoul, Hannover.",0,Suriname,"('Hannover', 'Seoul')",1,0
"Exactly 2 of the following cities are in Brazil: Maceio, Curitiba.",1,Brazil,"('Curitiba', 'Maceio')",2,2
"Exactly 2 of the following cities are in Malaysia: Malacca, Kuala Lumpur.",1,Malaysia,"('Kuala Lumpur', 'Malacca')",2,2
"Exactly 0 of the following cities are in Algeria: Niluefer, Algiers.",0,Algeria,"('Algiers', 'Niluefer')",0,1
"Exactly 0 of the following cities are in Qatar: Fortaleza, Ulyanovsk.",1,Qatar,"('Fortaleza', 'Ulyanovsk')",0,0
"Exactly 0 of the following cities are in Pakistan: Ipoh, Guigang.",1,Pakistan,"('Guigang', 'Ipoh')",0,0
"Exactly 1 of the following cities are in Germany: Koeln, Cuautitlan Izcalli.",1,Germany,"('Cuautitlan Izcalli', 'Koeln')",1,1
"Exactly 2 of the following cities are in Malaysia: Kuantan, Shah Alam.",1,Malaysia,"('Kuantan', 'Shah Alam')",2,2
"Exactly 2 of the following cities are in China: Zhumadian, Ya'an.",1,China,"(""Ya'an"", 'Zhumadian')",2,2
"Exactly 2 of the following cities are in Indonesia: Pekanbaru, Samarinda.",1,Indonesia,"('Pekanbaru', 'Samarinda')",2,2
"Exactly 1 of the following cities are in Mongolia: Agadir, Ulan Bator.",1,Mongolia,"('Agadir', 'Ulan Bator')",1,1
"Exactly 0 of the following cities are in Turkey: Bien Hoa, Siliguri.",1,Turkey,"('Bien Hoa', 'Siliguri')",0,0
"Exactly 1 of the following cities are in Chile: Puente Alto, Bhopal.",1,Chile,"('Bhopal', 'Puente Alto')",1,1
"Exactly 2 of the following cities are in the Philippines: Davao, Paranaque City.",1,the Philippines,"('Davao', 'Paranaque City')",2,2
"Exactly 0 of the following cities are in South Africa: Barnaul, Johannesburg.",0,South Africa,"('Barnaul', 'Johannesburg')",0,1
"Exactly 2 of the following cities are in Denmark: Copenhagen, Guigang.",0,Denmark,"('Copenhagen', 'Guigang')",2,1
"Exactly 1 of the following cities are in Ukraine: Kyiv, Ulsan.",1,Ukraine,"('Kyiv', 'Ulsan')",1,1
"Exactly 1 of the following cities are in Nicaragua: Suez, Managua.",1,Nicaragua,"('Managua', 'Suez')",1,1
"Exactly 0 of the following cities are in Jamaica: Yichang, Izmir.",1,Jamaica,"('Izmir', 'Yichang')",0,0
"Exactly 0 of the following cities are in Kuwait: Al Ahmadi, Bujumbura.",0,Kuwait,"('Al Ahmadi', 'Bujumbura')",0,1
"Exactly 2 of the following cities are in Peru: Arequipa, Hlaingthaya.",0,Peru,"('Arequipa', 'Hlaingthaya')",2,1
"Exactly 0 of the following cities are in Croatia: Abeokuta, Shubra al Khaymah.",1,Croatia,"('Abeokuta', 'Shubra al Khaymah')",0,0
"Exactly 1 of the following cities are in Sudan: Khartoum North, Sukkur.",1,Sudan,"('Khartoum North', 'Sukkur')",1,1
"Exactly 2 of the following cities are in the Philippines: Malingao, Caloocan.",1,the Philippines,"('Caloocan', 'Malingao')",2,2
"Exactly 1 of the following cities are in the Gambia: Ulsan, UEskuedar.",0,the Gambia,"('UEskuedar', 'Ulsan')",1,0
"Exactly 0 of the following cities are in Angola: Golfe, Maianga.",0,Angola,"('Golfe', 'Maianga')",0,2
"Exactly 2 of the following cities are in Lesotho: Zarqa, Ahvaz.",0,Lesotho,"('Ahvaz', 'Zarqa')",2,0
"Exactly 0 of the following cities are in Iran: Karaj, Tshikapa.",0,Iran,"('Karaj', 'Tshikapa')",0,1
"Exactly 1 of the following cities are in Australia: Al Ain City, Marseille.",0,Australia,"('Al Ain City', 'Marseille')",1,0
"Exactly 2 of the following cities are in the United States: Akure, Yerevan.",0,the United States,"('Akure', 'Yerevan')",2,0
"Exactly 1 of the following cities are in Turkey: Aparecida de Goiania, Izmir.",1,Turkey,"('Aparecida de Goiania', 'Izmir')",1,1
"Exactly 0 of the following cities are in China: Suizhou, Changde.",0,China,"('Changde', 'Suizhou')",0,2
"Exactly 2 of the following cities are in Albania: Visakhapatnam, Maoming.",0,Albania,"('Maoming', 'Visakhapatnam')",2,0
"Exactly 2 of the following cities are in Japan: Saitama, Kitakyushu.",1,Japan,"('Kitakyushu', 'Saitama')",2,2
"Exactly 0 of the following cities are in Syria: Aleppo, Xingtai.",0,Syria,"('Aleppo', 'Xingtai')",0,1
"Exactly 1 of the following cities are in Djibouti: Tangshan, Balbala.",1,Djibouti,"('Balbala', 'Tangshan')",1,1
"Exactly 2 of the following cities are in Ireland: Sao Jose dos Campos, Bloemfontein.",0,Ireland,"('Bloemfontein', 'Sao Jose dos Campos')",2,0
"Exactly 1 of the following cities are in Rwanda: Kigali, Nizhniy Novgorod.",1,Rwanda,"('Kigali', 'Nizhniy Novgorod')",1,1
"Exactly 2 of the following cities are in Nigeria: Katsina, Ebute Ikorodu.",1,Nigeria,"('Ebute Ikorodu', 'Katsina')",2,2
"Exactly 1 of the following cities are in Chile: Puente Alto, Carrefour.",1,Chile,"('Carrefour', 'Puente Alto')",1,1
"Exactly 0 of the following cities are in Chad: Libreville, Chuxiong.",1,Chad,"('Chuxiong', 'Libreville')",0,0
"Exactly 2 of the following cities are in Guyana: Yerevan, Meknes.",0,Guyana,"('Meknes', 'Yerevan')",2,0
"Exactly 1 of the following cities are in Russia: Fuxin, Chelyabinsk.",1,Russia,"('Chelyabinsk', 'Fuxin')",1,1
"Exactly 1 of the following cities are in Honduras: Guwahati, Mukim Pulai.",0,Honduras,"('Guwahati', 'Mukim Pulai')",1,0
"Exactly 1 of the following cities are in Singapore: Ranchi, Changde.",0,Singapore,"('Changde', 'Ranchi')",1,0
"Exactly 0 of the following cities are in Djibouti: Tangshan, Ningbo.",1,Djibouti,"('Ningbo', 'Tangshan')",0,0
"Exactly 0 of the following cities are in Somalia: Borama, Mogadishu.",0,Somalia,"('Borama', 'Mogadishu')",0,2
"Exactly 0 of the following cities are in Haiti: Sao Jose dos Campos, Kyiv.",1,Haiti,"('Kyiv', 'Sao Jose dos Campos')",0,0
"Exactly 1 of the following cities are in Iceland: Shangrao, Indianapolis.",0,Iceland,"('Indianapolis', 'Shangrao')",1,0
"Exactly 2 of the following cities are in Bangladesh: Mirpur Model Thana, Chattogram.",1,Bangladesh,"('Chattogram', 'Mirpur Model Thana')",2,2
"Exactly 0 of the following cities are in Azerbaijan: Port Harcourt, Baku.",0,Azerbaijan,"('Baku', 'Port Harcourt')",0,1
"Exactly 1 of the following cities are in Ireland: Kinshasa, Leon de los Aldama.",0,Ireland,"('Kinshasa', 'Leon de los Aldama')",1,0
"Exactly 0 of the following cities are in Armenia: Sholapur, Yerevan.",0,Armenia,"('Sholapur', 'Yerevan')",0,1
"Exactly 2 of the following cities are in Hungary: Pest, Porto Velho.",0,Hungary,"('Pest', 'Porto Velho')",2,1
"Exactly 2 of the following cities are in Iran: Ahvaz, Arak.",1,Iran,"('Ahvaz', 'Arak')",2,2
"Exactly 2 of the following cities are in Ukraine: Nizhniy Novgorod, Mohammadpur.",0,Ukraine,"('Mohammadpur', 'Nizhniy Novgorod')",2,0
"Exactly 1 of the following cities are in Croatia: Zagreb, Vladivostok.",1,Croatia,"('Vladivostok', 'Zagreb')",1,1
"Exactly 2 of the following cities are in Gabon: Okayama, Libreville.",0,Gabon,"('Libreville', 'Okayama')",2,1
"Exactly 2 of the following cities are in China: Jabalpur, Liuzhou.",0,China,"('Jabalpur', 'Liuzhou')",2,1
"Exactly 2 of the following cities are in Canada: Calgary, Winnipeg.",1,Canada,"('Calgary', 'Winnipeg')",2,2
"Exactly 2 of the following cities are in Egypt: Giza, Al Mahallah al Kubra.",1,Egypt,"('Al Mahallah al Kubra', 'Giza')",2,2
"Exactly 1 of the following cities are in Egypt: Huizhou, Albuquerque.",0,Egypt,"('Albuquerque', 'Huizhou')",1,0
"Exactly 2 of the following cities are in Kazakhstan: Aktobe, Shymkent.",1,Kazakhstan,"('Aktobe', 'Shymkent')",2,2
"Exactly 2 of the following cities are in Turkey: Istanbul, Mersin.",1,Turkey,"('Istanbul', 'Mersin')",2,2
"Exactly 1 of the following cities are in Haiti: Helsinki, Port-au-Prince.",1,Haiti,"('Helsinki', 'Port-au-Prince')",1,1
"Exactly 2 of the following cities are in Turkey: Cankaya, Bursa.",1,Turkey,"('Bursa', 'Cankaya')",2,2
"Exactly 1 of the following cities are in Uganda: Ecatepec de Morelos, Kampala.",1,Uganda,"('Ecatepec de Morelos', 'Kampala')",1,1
"Exactly 0 of the following cities are in Botswana: Mar del Plata, Yongzhou.",1,Botswana,"('Mar del Plata', 'Yongzhou')",0,0
"Exactly 2 of the following cities are in Canada: Quebec, Winnipeg.",1,Canada,"('Quebec', 'Winnipeg')",2,2
"Exactly 2 of the following cities are in Zambia: Kitwe, Ndola.",1,Zambia,"('Kitwe', 'Ndola')",2,2
"Exactly 1 of the following cities are in Vietnam: Qui Nhon, Wenzhou.",1,Vietnam,"('Qui Nhon', 'Wenzhou')",1,1
"Exactly 2 of the following cities are in Hungary: Pest, Sultanah.",0,Hungary,"('Pest', 'Sultanah')",2,1
"Exactly 1 of the following cities are in Algeria: Okayama, Algiers.",1,Algeria,"('Algiers', 'Okayama')",1,1
"Exactly 2 of the following cities are in India: Nagpur, Pune.",1,India,"('Nagpur', 'Pune')",2,2
"Exactly 0 of the following cities are in Malaysia: Kota Kinabalu, Kota Bharu.",0,Malaysia,"('Kota Bharu', 'Kota Kinabalu')",0,2
"Exactly 1 of the following cities are in Sri Lanka: Kinshasa, Thembisa.",0,Sri Lanka,"('Kinshasa', 'Thembisa')",1,0
"Exactly 1 of the following cities are in Mexico: Tijuana, Minhang.",1,Mexico,"('Minhang', 'Tijuana')",1,1
"Exactly 2 of the following cities are in Gabon: Utsunomiya, Warangal.",0,Gabon,"('Utsunomiya', 'Warangal')",2,0
"Exactly 2 of the following cities are in Peru: General Santos, Callao.",0,Peru,"('Callao', 'General Santos')",2,1
"Exactly 2 of the following cities are in South Korea: Goyang-si, Changwon.",1,South Korea,"('Changwon', 'Goyang-si')",2,2
"Exactly 1 of the following cities are in Nauru: Yangon, Johannesburg.",0,Nauru,"('Johannesburg', 'Yangon')",1,0
"Exactly 2 of the following cities are in Sudan: Aracaju, Khartoum North.",0,Sudan,"('Aracaju', 'Khartoum North')",2,1
"Exactly 2 of the following cities are in Malaysia: Tshikapa, Hefei.",0,Malaysia,"('Hefei', 'Tshikapa')",2,0
"Exactly 2 of the following cities are in France: Tirunelveli, Torreon.",0,France,"('Tirunelveli', 'Torreon')",2,0
"Exactly 0 of the following cities are in Yemen: Zarqa, Benguela.",1,Yemen,"('Benguela', 'Zarqa')",0,0
"Exactly 2 of the following cities are in Belize: Lanzhou, Goiania.",0,Belize,"('Goiania', 'Lanzhou')",2,0
"Exactly 2 of the following cities are in Burundi: Tehran, Maianga.",0,Burundi,"('Maianga', 'Tehran')",2,0
"Exactly 0 of the following cities are in Suriname: Hamamatsu, Penza.",1,Suriname,"('Hamamatsu', 'Penza')",0,0
"Exactly 0 of the following cities are in Uganda: Kampala, Cimahi.",0,Uganda,"('Cimahi', 'Kampala')",0,1
"Exactly 1 of the following cities are in Nicaragua: Foshan, Managua.",1,Nicaragua,"('Foshan', 'Managua')",1,1
"Exactly 1 of the following cities are in Uzbekistan: Laiwu, Manaus.",0,Uzbekistan,"('Laiwu', 'Manaus')",1,0
"Exactly 0 of the following cities are in Uganda: UEskuedar, Kuantan.",1,Uganda,"('Kuantan', 'UEskuedar')",0,0
"Exactly 1 of the following cities are in Myanmar: Yangon, Yinchuan.",1,Myanmar,"('Yangon', 'Yinchuan')",1,1
"Exactly 0 of the following cities are in Egypt: Madinat an Nasr, Shubra al Khaymah.",0,Egypt,"('Madinat an Nasr', 'Shubra al Khaymah')",0,2
"Exactly 0 of the following cities are in Mali: Bamako, Toulouse.",0,Mali,"('Bamako', 'Toulouse')",0,1
"Exactly 0 of the following cities are in Belarus: Tolyatti, Minsk.",0,Belarus,"('Minsk', 'Tolyatti')",0,1
"Exactly 0 of the following cities are in Turkmenistan: Ashgabat, Nampula.",0,Turkmenistan,"('Ashgabat', 'Nampula')",0,1
"Exactly 1 of the following cities are in Argentina: Mar del Plata, Mbuji-Mayi.",1,Argentina,"('Mar del Plata', 'Mbuji-Mayi')",1,1
"Exactly 1 of the following cities are in Côte d'Ivoire: Mulenvos, Budapest.",0,Côte d'Ivoire,"('Budapest', 'Mulenvos')",1,0
"Exactly 1 of the following cities are in Bangladesh: Changchun, Mirpur Model Thana.",1,Bangladesh,"('Changchun', 'Mirpur Model Thana')",1,1
"Exactly 0 of the following cities are in Indonesia: Mexicali, Pallabi.",1,Indonesia,"('Mexicali', 'Pallabi')",0,0
"Exactly 0 of the following cities are in Uruguay: Meerut, Weinan.",1,Uruguay,"('Meerut', 'Weinan')",0,0
"Exactly 1 of the following cities are in Burkina Faso: Koeln, Ouagadougou.",1,Burkina Faso,"('Koeln', 'Ouagadougou')",1,1
"Exactly 0 of the following cities are in Monaco: Rawalpindi, Jeonju.",1,Monaco,"('Jeonju', 'Rawalpindi')",0,0
"Exactly 2 of the following cities are in South Africa: Cape Town, Soweto.",1,South Africa,"('Cape Town', 'Soweto')",2,2
"Exactly 0 of the following cities are in El Salvador: Pyongyang, Jiaozhou.",1,El Salvador,"('Jiaozhou', 'Pyongyang')",0,0
"Exactly 2 of the following cities are in Mexico: Acapulco de Juarez, Tijuana.",1,Mexico,"('Acapulco de Juarez', 'Tijuana')",2,2
"Exactly 0 of the following cities are in Montenegro: Irbid, Wroclaw.",1,Montenegro,"('Irbid', 'Wroclaw')",0,0
"Exactly 0 of the following cities are in New Zealand: Ouagadougou, Auckland.",0,New Zealand,"('Auckland', 'Ouagadougou')",0,1
"Exactly 2 of the following cities are in Japan: Sagamihara, Kagoshima.",1,Japan,"('Kagoshima', 'Sagamihara')",2,2
"Exactly 1 of the following cities are in Kyrgyzstan: Bishkek, Yaounde.",1,Kyrgyzstan,"('Bishkek', 'Yaounde')",1,1
"Exactly 2 of the following cities are in Iran: Arak, Karaj.",1,Iran,"('Arak', 'Karaj')",2,2
"Exactly 0 of the following cities are in Somalia: Bikaner, Nanning.",1,Somalia,"('Bikaner', 'Nanning')",0,0
"Exactly 0 of the following cities are in Argentina: Najran, Bukit Rahman Putra.",1,Argentina,"('Bukit Rahman Putra', 'Najran')",0,0
"Exactly 2 of the following cities are in Tajikistan: Hoji ya Henda, Dushanbe.",0,Tajikistan,"('Dushanbe', 'Hoji ya Henda')",2,1
"Exactly 0 of the following cities are in Lebanon: Hoji ya Henda, Teni.",1,Lebanon,"('Hoji ya Henda', 'Teni')",0,0
"Exactly 2 of the following cities are in Qatar: Shihezi, Bouake.",0,Qatar,"('Bouake', 'Shihezi')",2,0
"Exactly 1 of the following cities are in Iceland: Balbala, Mogadishu.",0,Iceland,"('Balbala', 'Mogadishu')",1,0
"Exactly 0 of the following cities are in Cyprus: Jhang Sadr, Jiangyin.",1,Cyprus,"('Jhang Sadr', 'Jiangyin')",0,0
"Exactly 0 of the following cities are in Rwanda: Kigali, Laiwu.",0,Rwanda,"('Kigali', 'Laiwu')",0,1
"Exactly 2 of the following cities are in Ukraine: Lviv, Albuquerque.",0,Ukraine,"('Albuquerque', 'Lviv')",2,1
"Exactly 1 of the following cities are in Kyrgyzstan: Bishkek, Moradabad.",1,Kyrgyzstan,"('Bishkek', 'Moradabad')",1,1
"Exactly 0 of the following cities are in Kiribati: Hoji ya Henda, Uberlandia.",1,Kiribati,"('Hoji ya Henda', 'Uberlandia')",0,0
"Exactly 1 of the following cities are in Sao Tome and Principe: Shijiazhuang, Meizhou.",0,Sao Tome and Principe,"('Meizhou', 'Shijiazhuang')",1,0
"Exactly 1 of the following cities are in Burkina Faso: Tashkent, Bobo-Dioulasso.",1,Burkina Faso,"('Bobo-Dioulasso', 'Tashkent')",1,1
"Exactly 2 of the following cities are in Ukraine: Jiaozuo, Kharkiv.",0,Ukraine,"('Jiaozuo', 'Kharkiv')",2,1
"Exactly 1 of the following cities are in Mauritania: Nashik, Zhangjiakou.",0,Mauritania,"('Nashik', 'Zhangjiakou')",1,0
"Exactly 0 of the following cities are in Panama: Sofia, Mandalay.",1,Panama,"('Mandalay', 'Sofia')",0,0
"Exactly 0 of the following cities are in Poland: Lueliang, Aleppo.",1,Poland,"('Aleppo', 'Lueliang')",0,0
"Exactly 1 of the following cities are in Hungary: Krakow, Budapest.",1,Hungary,"('Budapest', 'Krakow')",1,1
"Exactly 1 of the following cities are in the United States: Teni, Callao.",0,the United States,"('Callao', 'Teni')",1,0
"Exactly 0 of the following cities are in Sri Lanka: Bouake, Gurugram.",1,Sri Lanka,"('Bouake', 'Gurugram')",0,0
"Exactly 0 of the following cities are in Panama: Pelentong, Tolyatti.",1,Panama,"('Pelentong', 'Tolyatti')",0,0
"Exactly 2 of the following cities are in Djibouti: Binh Thanh, Balbala.",0,Djibouti,"('Balbala', 'Binh Thanh')",2,1
"Exactly 1 of the following cities are in Portugal: Milwaukee, Ajmer.",0,Portugal,"('Ajmer', 'Milwaukee')",1,0
"Exactly 0 of the following cities are in Mongolia: Ulan Bator, Pekanbaru.",0,Mongolia,"('Pekanbaru', 'Ulan Bator')",0,1
"Exactly 2 of the following cities are in Jordan: Mississauga, Rui'an.",0,Jordan,"('Mississauga', ""Rui'an"")",2,0
"Exactly 1 of the following cities are in Kazakhstan: Astana, Almaty.",0,Kazakhstan,"('Almaty', 'Astana')",1,2
"Exactly 0 of the following cities are in Romania: Yongzhou, Khartoum North.",1,Romania,"('Khartoum North', 'Yongzhou')",0,0
"Exactly 2 of the following cities are in Russia: Kalininskiy, Yaroslavl.",1,Russia,"('Kalininskiy', 'Yaroslavl')",2,2
"Exactly 2 of the following cities are in the United Arab Emirates: Hebi, Naberezhnyye Chelny.",0,the United Arab Emirates,"('Hebi', 'Naberezhnyye Chelny')",2,0
"Exactly 2 of the following cities are in Côte d'Ivoire: Bouake, Abobo.",1,Côte d'Ivoire,"('Abobo', 'Bouake')",2,2
"Exactly 0 of the following cities are in Armenia: Tashkent, Dnipro.",1,Armenia,"('Dnipro', 'Tashkent')",0,0
"Exactly 0 of the following cities are in Croatia: Vladivostok, Oujda.",1,Croatia,"('Oujda', 'Vladivostok')",0,0
"Exactly 2 of the following cities are in the Democratic Republic of the Congo: Bukavu, Kisangani.",1,the Democratic Republic of the Congo,"('Bukavu', 'Kisangani')",2,2
"Exactly 0 of the following cities are in Belarus: Bannu, Dombivali.",1,Belarus,"('Bannu', 'Dombivali')",0,0
"Exactly 1 of the following cities are in Egypt: Port Said, Al Fayyum.",0,Egypt,"('Al Fayyum', 'Port Said')",1,2
"Exactly 2 of the following cities are in Somalia: Borama, Dakar.",0,Somalia,"('Borama', 'Dakar')",2,1
"Exactly 0 of the following cities are in Syria: Maracaibo, Bannu.",1,Syria,"('Bannu', 'Maracaibo')",0,0
"Exactly 2 of the following cities are in Iran: Isfahan, Kermanshah.",1,Iran,"('Isfahan', 'Kermanshah')",2,2
"Exactly 1 of the following cities are in Ukraine: Sevastopol, Dnipro.",0,Ukraine,"('Dnipro', 'Sevastopol')",1,2
"Exactly 2 of the following cities are in Morocco: Oujda, Ganzhou.",0,Morocco,"('Ganzhou', 'Oujda')",2,1
"Exactly 0 of the following cities are in Morocco: Tlalpan, Faridabad.",1,Morocco,"('Faridabad', 'Tlalpan')",0,0
"Exactly 2 of the following cities are in Samoa: Al Mawsil al Jadidah, Serang.",0,Samoa,"('Al Mawsil al Jadidah', 'Serang')",2,0
"Exactly 0 of the following cities are in Ecuador: Guayaquil, Suginami.",0,Ecuador,"('Guayaquil', 'Suginami')",0,1
"Exactly 0 of the following cities are in Slovakia: Bandar Lampung, Omsk.",1,Slovakia,"('Bandar Lampung', 'Omsk')",0,0
"Exactly 0 of the following cities are in Cameroon: Weihai, Huzhou.",1,Cameroon,"('Huzhou', 'Weihai')",0,0
"Exactly 1 of the following cities are in Togo: Dehradun, Hongkou.",0,Togo,"('Dehradun', 'Hongkou')",1,0
"Exactly 1 of the following cities are in South Korea: Bayan Nur, Hwaseong-si.",1,South Korea,"('Bayan Nur', 'Hwaseong-si')",1,1
"Exactly 1 of the following cities are in Tunisia: Salta, Jamshedpur.",0,Tunisia,"('Jamshedpur', 'Salta')",1,0
"Exactly 2 of the following cities are in Bangladesh: Pallabi, Comilla.",1,Bangladesh,"('Comilla', 'Pallabi')",2,2
"Exactly 0 of the following cities are in Ecuador: Tlalpan, Mirpur Model Thana.",1,Ecuador,"('Mirpur Model Thana', 'Tlalpan')",0,0
"Exactly 1 of the following cities are in Saudi Arabia: Makkah, Ajmer.",1,Saudi Arabia,"('Ajmer', 'Makkah')",1,1
"Exactly 2 of the following cities are in Burundi: Irkutsk, Assiut.",0,Burundi,"('Assiut', 'Irkutsk')",2,0
"Exactly 0 of the following cities are in Zimbabwe: Harare, Baise.",0,Zimbabwe,"('Baise', 'Harare')",0,1
"Exactly 2 of the following cities are in the United States: Indianapolis, The Bronx.",1,the United States,"('Indianapolis', 'The Bronx')",2,2
"Exactly 0 of the following cities are in Denmark: Rahim Yar Khan, Kunshan.",1,Denmark,"('Kunshan', 'Rahim Yar Khan')",0,0
"Exactly 1 of the following cities are in Nepal: Kathmandu, Tiruchirappalli.",1,Nepal,"('Kathmandu', 'Tiruchirappalli')",1,1
"Exactly 0 of the following cities are in Mozambique: Nampula, Maputo.",0,Mozambique,"('Maputo', 'Nampula')",0,2
"Exactly 2 of the following cities are in Bahrain: Linfen, Kobe.",0,Bahrain,"('Kobe', 'Linfen')",2,0
"Exactly 0 of the following cities are in Cambodia: Aihara, Agege.",1,Cambodia,"('Agege', 'Aihara')",0,0
"Exactly 2 of the following cities are in Nigeria: Owerri, Onitsha.",1,Nigeria,"('Onitsha', 'Owerri')",2,2
"Exactly 2 of the following cities are in Turkey: Istanbul, Kuecuekcekmece.",1,Turkey,"('Istanbul', 'Kuecuekcekmece')",2,2
"Exactly 1 of the following cities are in India: Guangzhou, Bhayandar.",1,India,"('Bhayandar', 'Guangzhou')",1,1
"Exactly 0 of the following cities are in Mongolia: Antalya, Anyang-si.",1,Mongolia,"('Antalya', 'Anyang-si')",0,0
"Exactly 1 of the following cities are in Uruguay: Davao, Shizuoka.",0,Uruguay,"('Davao', 'Shizuoka')",1,0
"Exactly 2 of the following cities are in Morocco: Fes, Meknes.",1,Morocco,"('Fes', 'Meknes')",2,2
"Exactly 1 of the following cities are in Zambia: Khartoum North, Mazar-e Sharif.",0,Zambia,"('Khartoum North', 'Mazar-e Sharif')",1,0
"Exactly 1 of the following cities are in Bangladesh: Rangpur, Comilla.",0,Bangladesh,"('Comilla', 'Rangpur')",1,2
"Exactly 2 of the following cities are in Ghana: Kumasi, Faridabad.",0,Ghana,"('Faridabad', 'Kumasi')",2,1
"Exactly 1 of the following cities are in Sudan: Khartoum North, Omdurman.",0,Sudan,"('Khartoum North', 'Omdurman')",1,2
"Exactly 0 of the following cities are in Venezuela: Caracas, Barquisimeto.",0,Venezuela,"('Barquisimeto', 'Caracas')",0,2
"Exactly 1 of the following cities are in Liberia: Manaus, Quezon City.",0,Liberia,"('Manaus', 'Quezon City')",1,0
"Exactly 0 of the following cities are in Kenya: Nairobi, Mombasa.",0,Kenya,"('Mombasa', 'Nairobi')",0,2
"Exactly 1 of the following cities are in Samoa: Longyan, Mulenvos.",0,Samoa,"('Longyan', 'Mulenvos')",1,0
"Exactly 0 of the following cities are in the United States: Meerut, Saint Petersburg.",1,the United States,"('Meerut', 'Saint Petersburg')",0,0
"Exactly 1 of the following cities are in Romania: Bucharest, Omsk.",1,Romania,"('Bucharest', 'Omsk')",1,1
"Exactly 0 of the following cities are in Cameroon: Andijon, Yaounde.",0,Cameroon,"('Andijon', 'Yaounde')",0,1
"Exactly 1 of the following cities are in Mozambique: Maputo, Shubra al Khaymah.",1,Mozambique,"('Maputo', 'Shubra al Khaymah')",1,1
"Exactly 0 of the following cities are in Bangladesh: Nakuru, Qingdao.",1,Bangladesh,"('Nakuru', 'Qingdao')",0,0
"Exactly 2 of the following cities are in Bangladesh: Mirpur Model Thana, Khulna.",1,Bangladesh,"('Khulna', 'Mirpur Model Thana')",2,2
"Exactly 2 of the following cities are in Kuwait: Al Ahmadi, Goiania.",0,Kuwait,"('Al Ahmadi', 'Goiania')",2,1
"Exactly 2 of the following cities are in Turkmenistan: Kuecuekcekmece, Lilongwe.",0,Turkmenistan,"('Kuecuekcekmece', 'Lilongwe')",2,0
"Exactly 0 of the following cities are in China: Cimahi, Hamhung.",1,China,"('Cimahi', 'Hamhung')",0,0
"Exactly 1 of the following cities are in Croatia: Budapest, Zagreb.",1,Croatia,"('Budapest', 'Zagreb')",1,1
"Exactly 2 of the following cities are in Peru: Piura, Arequipa.",1,Peru,"('Arequipa', 'Piura')",2,2
"Exactly 2 of the following cities are in Pakistan: Battagram, Peshawar.",1,Pakistan,"('Battagram', 'Peshawar')",2,2
"Exactly 2 of the following cities are in South Africa: Johannesburg, Gqeberha.",1,South Africa,"('Gqeberha', 'Johannesburg')",2,2
"Exactly 1 of the following cities are in Burkina Faso: Bobo-Dioulasso, Agadir.",1,Burkina Faso,"('Agadir', 'Bobo-Dioulasso')",1,1
"Exactly 1 of the following cities are in Indonesia: Situbondo, Batam.",0,Indonesia,"('Batam', 'Situbondo')",1,2
"Exactly 1 of the following cities are in Turkey: Izmir, Pokhara.",1,Turkey,"('Izmir', 'Pokhara')",1,1
"Exactly 2 of the following cities are in Vietnam: Qui Nhon, Binh Thanh.",1,Vietnam,"('Binh Thanh', 'Qui Nhon')",2,2
"Exactly 0 of the following cities are in Syria: Tabriz, Aleppo.",0,Syria,"('Aleppo', 'Tabriz')",0,1
"Exactly 2 of the following cities are in Montenegro: Khabarovsk, Xuzhou.",0,Montenegro,"('Khabarovsk', 'Xuzhou')",2,0
"Exactly 1 of the following cities are in Peru: Bhilai, Arequipa.",1,Peru,"('Arequipa', 'Bhilai')",1,1
"Exactly 0 of the following cities are in Bangladesh: Pallabi, Gazipur.",0,Bangladesh,"('Gazipur', 'Pallabi')",0,2
"Exactly 2 of the following cities are in Tanzania: Mbeya, Arusha.",1,Tanzania,"('Arusha', 'Mbeya')",2,2
"Exactly 1 of the following cities are in Canada: Malacca, Mississauga.",1,Canada,"('Malacca', 'Mississauga')",1,1
"Exactly 1 of the following cities are in Poland: Lodz, Krakow.",0,Poland,"('Krakow', 'Lodz')",1,2
"Exactly 2 of the following cities are in Bosnia and Herzegovina: Hanzhong, Benxi.",0,Bosnia and Herzegovina,"('Benxi', 'Hanzhong')",2,0
