statement,label,countries,cities,stated_k1,stated_k2,actual_k1,actual_k2
"Exactly 5 of the following cities are in Saudi Arabia and 1 in Ethiopia: Buraydah, Makkah, Addis Ababa, Dammam, Madinah, Ha'il.",1,"('Saudi Arabia', 'Ethiopia')","('Addis Ababa', 'Buraydah', 'Dammam', ""Ha'il"", 'Madinah', 'Makkah')",5,1,5,1
"Exactly 2 of the following cities are in Egypt and 4 in Burkina Faso: Port Said, Erbil, Baku, Al Mahallah al Kubra, Madinat an Nasr, Ouagadougou.",0,"('Egypt', 'Burkina Faso')","('Al Mahallah al Kubra', 'Baku', 'Erbil', 'Madinat an Nasr', 'Ouagadougou', 'Port Said')",2,4,3,1
"Exactly 3 of the following cities are in the United Arab Emirates and 2 in Sudan: Al Ain City, Nyala, Khartoum, Sharjah, Omdurman, Abu Dhabi.",0,"('the United Arab Emirates', 'Sudan')","('Abu Dhabi', 'Al Ain City', 'Khartoum', 'Nyala', 'Omdurman', 'Sharjah')",3,2,3,3
"Exactly 4 of the following cities are in Uzbekistan and 1 in Laos: Samarkand, Xiamen, Tashkent, Ho Chi Minh City, Andijon, Vientiane.",0,"('Uzbekistan', 'Laos')","('Andijon', 'Ho Chi Minh City', 'Samarkand', 'Tashkent', 'Vientiane', 'Xiamen')",4,1,3,1
"Exactly 3 of the following cities are in Turkey and 2 in Syria: Esenyurt, Homs, Aleppo, Latakia, Konya, Bagcilar.",0,"('Turkey', 'Syria')","('Aleppo', 'Bagcilar', 'Esenyurt', 'Homs', 'Konya', 'Latakia')",3,2,3,3
"Exactly 2 of the following cities are in Burkina Faso and 1 in Egypt: Beijing, Al Fayyum, Bobo-Dioulasso, Harbin, Ouagadougou, Yibin.",1,"('Burkina Faso', 'Egypt')","('Al Fayyum', 'Beijing', 'Bobo-Dioulasso', 'Harbin', 'Ouagadougou', 'Yibin')",2,1,2,1
"Exactly 1 of the following cities are in Bangladesh and 1 in Somalia: Khulna, Rajshahi, Comilla, Borama, Mirpur Model Thana, Mogadishu.",0,"('Bangladesh', 'Somalia')","('Borama', 'Comilla', 'Khulna', 'Mirpur Model Thana', 'Mogadishu', 'Rajshahi')",1,1,4,2
"Exactly 2 of the following cities are in Mozambique and 4 in the United States: Fort Worth, Oklahoma City, Nampula, Detroit, Frankfurt am Main, Laiwu.",0,"('Mozambique', 'the United States')","('Detroit', 'Fort Worth', 'Frankfurt am Main', 'Laiwu', 'Nampula', 'Oklahoma City')",2,4,1,3
"Exactly 1 of the following cities are in Angola and 1 in Uzbekistan: Maianga, Namangan, Benguela, Mulenvos, Cabinda, Lubango.",0,"('Angola', 'Uzbekistan')","('Benguela', 'Cabinda', 'Lubango', 'Maianga', 'Mulenvos', 'Namangan')",1,1,5,1
"Exactly 3 of the following cities are in Malaysia and 1 in Uzbekistan: Mukim Pulai, Jajmau, Shah Alam, Namangan, Saratov, Ipoh.",1,"('Malaysia', 'Uzbekistan')","('Ipoh', 'Jajmau', 'Mukim Pulai', 'Namangan', 'Saratov', 'Shah Alam')",3,1,3,1
"Exactly 1 of the following cities are in Ukraine and 3 in Nigeria: Abuja, Lviv, Bauchi, Jos, Kharkiv, Enugu.",0,"('Ukraine', 'Nigeria')","('Abuja', 'Bauchi', 'Enugu', 'Jos', 'Kharkiv', 'Lviv')",1,3,2,4
"Exactly 2 of the following cities are in Mali and 4 in Tanzania: Osogbo, Bamako, Dar es Salaam, Arusha, Dodoma, Zanzibar.",0,"('Mali', 'Tanzania')","('Arusha', 'Bamako', 'Dar es Salaam', 'Dodoma', 'Osogbo', 'Zanzibar')",2,4,1,4
"Exactly 1 of the following cities are in Côte d'Ivoire and 3 in Morocco: Coyoacan, Abobo, Abidjan, Marrakesh, Tangier, Teresina.",0,"(""Côte d'Ivoire"", 'Morocco')","('Abidjan', 'Abobo', 'Coyoacan', 'Marrakesh', 'Tangier', 'Teresina')",1,3,2,2
"Exactly 1 of the following cities are in Burundi and 2 in Yemen: Nouakchott, Mukalla, Aden, Muscat, Mexico City, Bujumbura.",1,"('Burundi', 'Yemen')","('Aden', 'Bujumbura', 'Mexico City', 'Mukalla', 'Muscat', 'Nouakchott')",1,2,1,2
"Exactly 3 of the following cities are in Côte d'Ivoire and 1 in Nepal: Abobo, Abidjan, Rizhao, Kathmandu, Bouake, Maiduguri.",1,"(""Côte d'Ivoire"", 'Nepal')","('Abidjan', 'Abobo', 'Bouake', 'Kathmandu', 'Maiduguri', 'Rizhao')",3,1,3,1
"Exactly 1 of the following cities are in Somalia and 1 in Jordan: Bhayandar, Rizhao, Mogadishu, Borama, Tehran, Zarqa.",0,"('Somalia', 'Jordan')","('Bhayandar', 'Borama', 'Mogadishu', 'Rizhao', 'Tehran', 'Zarqa')",1,1,2,1
"Exactly 3 of the following cities are in China and 1 in Canada: San Miguel de Tucuman, Zhaotong, Winnipeg, Calgary, Mississauga, Baghdad.",0,"('China', 'Canada')","('Baghdad', 'Calgary', 'Mississauga', 'San Miguel de Tucuman', 'Winnipeg', 'Zhaotong')",3,1,1,3
"Exactly 1 of the following cities are in Rwanda and 4 in South Korea: Ansan-si, Seongnam-si, Kigali, Cheongju-si, Goyang-si, Seoul.",0,"('Rwanda', 'South Korea')","('Ansan-si', 'Cheongju-si', 'Goyang-si', 'Kigali', 'Seongnam-si', 'Seoul')",1,4,1,5
"Exactly 2 of the following cities are in Pakistan and 2 in Brazil: Jhang Sadr, Maracaibo, Londrina, Bannu, Gujranwala, Gujrat.",0,"('Pakistan', 'Brazil')","('Bannu', 'Gujranwala', 'Gujrat', 'Jhang Sadr', 'Londrina', 'Maracaibo')",2,2,4,1
"Exactly 1 of the following cities are in South Africa and 4 in Nigeria: Bauchi, Ile-Ife, Nizhniy Novgorod, Osogbo, Gqeberha, Owerri.",1,"('South Africa', 'Nigeria')","('Bauchi', 'Gqeberha', 'Ile-Ife', 'Nizhniy Novgorod', 'Osogbo', 'Owerri')",1,4,1,4
"Exactly 4 of the following cities are in Colombia and 1 in Jamaica: Soacha, New Kingston, South Tangerang, Ibague, Cucuta, Bucaramanga.",1,"('Colombia', 'Jamaica')","('Bucaramanga', 'Cucuta', 'Ibague', 'New Kingston', 'Soacha', 'South Tangerang')",4,1,4,1
"Exactly 4 of the following cities are in Yemen and 1 in Burkina Faso: Aden, Al Hudaydah, Ouagadougou, Prayagraj, Sanaa, Taiz.",1,"('Yemen', 'Burkina Faso')","('Aden', 'Al Hudaydah', 'Ouagadougou', 'Prayagraj', 'Sanaa', 'Taiz')",4,1,4,1
"Exactly 3 of the following cities are in Zambia and 2 in Malaysia: Pasir Gudang, Ndola, Lusaka, Kitwe, Ipoh, Hlaingthaya.",1,"('Zambia', 'Malaysia')","('Hlaingthaya', 'Ipoh', 'Kitwe', 'Lusaka', 'Ndola', 'Pasir Gudang')",3,2,3,2
"Exactly 4 of the following cities are in Russia and 1 in France: Perm, Marseille, Nizhniy Novgorod, Lipetsk, Novokuznetsk, Sorocaba.",1,"('Russia', 'France')","('Lipetsk', 'Marseille', 'Nizhniy Novgorod', 'Novokuznetsk', 'Perm', 'Sorocaba')",4,1,4,1
"Exactly 2 of the following cities are in Belarus and 4 in Cambodia: Davao, Osogbo, Phnom Penh, Gujrat, Lome, Minsk.",0,"('Belarus', 'Cambodia')","('Davao', 'Gujrat', 'Lome', 'Minsk', 'Osogbo', 'Phnom Penh')",2,4,1,1
"Exactly 2 of the following cities are in Ghana and 3 in the United Arab Emirates: Kumasi, Al Ain City, Zhumadian, Abu Dhabi, Sharjah, Accra.",1,"('Ghana', 'the United Arab Emirates')","('Abu Dhabi', 'Accra', 'Al Ain City', 'Kumasi', 'Sharjah', 'Zhumadian')",2,3,2,3
"Exactly 2 of the following cities are in Nigeria and 4 in Indonesia: Samarinda, Maiduguri, Semarang, Situbondo, Ilorin, Malang.",1,"('Nigeria', 'Indonesia')","('Ilorin', 'Maiduguri', 'Malang', 'Samarinda', 'Semarang', 'Situbondo')",2,4,2,4
"Exactly 3 of the following cities are in Lebanon and 1 in Tajikistan: Dushanbe, Utsunomiya, Vientiane, Shaoguan, Ra's Bayrut, Pimpri.",0,"('Lebanon', 'Tajikistan')","('Dushanbe', 'Pimpri', ""Ra's Bayrut"", 'Shaoguan', 'Utsunomiya', 'Vientiane')",3,1,1,1
"Exactly 1 of the following cities are in Ukraine and 4 in Tanzania: Dodoma, Dar es Salaam, Zanzibar, Odesa, Guangzhou, Mbeya.",1,"('Ukraine', 'Tanzania')","('Dar es Salaam', 'Dodoma', 'Guangzhou', 'Mbeya', 'Odesa', 'Zanzibar')",1,4,1,4
"Exactly 1 of the following cities are in Honduras and 2 in Haiti: Port-au-Prince, Gujrat, Carrefour, San Pedro Sula, Madinah, Tegucigalpa.",0,"('Honduras', 'Haiti')","('Carrefour', 'Gujrat', 'Madinah', 'Port-au-Prince', 'San Pedro Sula', 'Tegucigalpa')",1,2,2,2
"Exactly 2 of the following cities are in Zimbabwe and 3 in South Africa: Bulawayo, Thembisa, Yunfu, Soshanguve, Cape Town, Harare.",1,"('Zimbabwe', 'South Africa')","('Bulawayo', 'Cape Town', 'Harare', 'Soshanguve', 'Thembisa', 'Yunfu')",2,3,2,3
"Exactly 3 of the following cities are in the United States and 1 in Finland: Prayagraj, Mbuji-Mayi, Helsinki, Detroit, New York City, Queens.",1,"('the United States', 'Finland')","('Detroit', 'Helsinki', 'Mbuji-Mayi', 'New York City', 'Prayagraj', 'Queens')",3,1,3,1
"Exactly 2 of the following cities are in Moldova and 2 in South Africa: Evaton, Thembisa, Guangyuan, Dakar, Chisinau, Mumbai.",0,"('Moldova', 'South Africa')","('Chisinau', 'Dakar', 'Evaton', 'Guangyuan', 'Mumbai', 'Thembisa')",2,2,1,2
"Exactly 1 of the following cities are in South Africa and 2 in Russia: Evaton, Hamhung, Ta'if, Al Mahallah al Kubra, Nizhniy Novgorod, Novosibirsk.",1,"('South Africa', 'Russia')","('Al Mahallah al Kubra', 'Evaton', 'Hamhung', 'Nizhniy Novgorod', 'Novosibirsk', ""Ta'if"")",1,2,1,2
"Exactly 3 of the following cities are in Myanmar and 3 in Saudi Arabia: Nay Pyi Taw, Makkah, Buraydah, Jeddah, Hlaingthaya, Yangon.",1,"('Myanmar', 'Saudi Arabia')","('Buraydah', 'Hlaingthaya', 'Jeddah', 'Makkah', 'Nay Pyi Taw', 'Yangon')",3,3,3,3
"Exactly 2 of the following cities are in Japan and 1 in the Democratic Republic of the Congo: Saitama, Hiroshima, Himeji, Kinshasa, Kikwit, Okayama.",0,"('Japan', 'the Democratic Republic of the Congo')","('Himeji', 'Hiroshima', 'Kikwit', 'Kinshasa', 'Okayama', 'Saitama')",2,1,4,2
"Exactly 1 of the following cities are in the Democratic Republic of the Congo and 3 in Kenya: Chongming, Nakuru, Tshikapa, Mbuji-Mayi, Kisangani, Lubumbashi.",0,"('the Democratic Republic of the Congo', 'Kenya')","('Chongming', 'Kisangani', 'Lubumbashi', 'Mbuji-Mayi', 'Nakuru', 'Tshikapa')",1,3,4,1
"Exactly 2 of the following cities are in Venezuela and 3 in Ethiopia: Ciudad Guayana, Caracas, Addis Ababa, Maturin, Kalyan, Barquisimeto.",0,"('Venezuela', 'Ethiopia')","('Addis Ababa', 'Barquisimeto', 'Caracas', 'Ciudad Guayana', 'Kalyan', 'Maturin')",2,3,4,1
"Exactly 1 of the following cities are in South Africa and 5 in Moldova: Samarkand, Chisinau, Gqeberha, Soweto, Bhiwandi, Benoni.",0,"('South Africa', 'Moldova')","('Benoni', 'Bhiwandi', 'Chisinau', 'Gqeberha', 'Samarkand', 'Soweto')",1,5,3,1
"Exactly 3 of the following cities are in Nigeria and 3 in Iraq: Karbala, Al Mawsil al Jadidah, Erbil, Ebute Ikorodu, Abu Ghurayb, Basrah.",0,"('Nigeria', 'Iraq')","('Abu Ghurayb', 'Al Mawsil al Jadidah', 'Basrah', 'Ebute Ikorodu', 'Erbil', 'Karbala')",3,3,1,5
"Exactly 2 of the following cities are in Egypt and 2 in Ethiopia: Addis Ababa, Kalyan, Shubra al Khaymah, Koeln, Xining, Pyongyang.",0,"('Egypt', 'Ethiopia')","('Addis Ababa', 'Kalyan', 'Koeln', 'Pyongyang', 'Shubra al Khaymah', 'Xining')",2,2,1,1
"Exactly 2 of the following cities are in Côte d'Ivoire and 1 in Ecuador: Bouake, Frankfurt am Main, Abobo, Cebu City, Guayaquil, Abidjan.",0,"(""Côte d'Ivoire"", 'Ecuador')","('Abidjan', 'Abobo', 'Bouake', 'Cebu City', 'Frankfurt am Main', 'Guayaquil')",2,1,3,1
"Exactly 3 of the following cities are in Nigeria and 2 in Morocco: Calabar, Abuja, Fes, Zarqa, Oujda, Zaria.",1,"('Nigeria', 'Morocco')","('Abuja', 'Calabar', 'Fes', 'Oujda', 'Zaria', 'Zarqa')",3,2,3,2
"Exactly 1 of the following cities are in Nepal and 3 in Mozambique: Pokhara, Bannu, Panjin, Nampula, Beira, Matola.",1,"('Nepal', 'Mozambique')","('Bannu', 'Beira', 'Matola', 'Nampula', 'Panjin', 'Pokhara')",1,3,1,3
"Exactly 4 of the following cities are in Nepal and 2 in Latvia: Kathmandu, Pokhara, Riga, Kananga, Esenler, Teni.",0,"('Nepal', 'Latvia')","('Esenler', 'Kananga', 'Kathmandu', 'Pokhara', 'Riga', 'Teni')",4,2,2,1
"Exactly 3 of the following cities are in Kazakhstan and 3 in the United States: Shymkent, Astana, Albuquerque, Almaty, Milwaukee, Detroit.",1,"('Kazakhstan', 'the United States')","('Albuquerque', 'Almaty', 'Astana', 'Detroit', 'Milwaukee', 'Shymkent')",3,3,3,3
"Exactly 4 of the following cities are in Mexico and 1 in Poland: Santiago de Queretaro, Tlaquepaque, Lodz, Tlalpan, Curitiba, Culiacan.",1,"('Mexico', 'Poland')","('Culiacan', 'Curitiba', 'Lodz', 'Santiago de Queretaro', 'Tlalpan', 'Tlaquepaque')",4,1,4,1
"Exactly 4 of the following cities are in Indonesia and 2 in Germany: Duesseldorf, Frankfurt am Main, South Tangerang, Leipzig, Dortmund, Arak.",0,"('Indonesia', 'Germany')","('Arak', 'Dortmund', 'Duesseldorf', 'Frankfurt am Main', 'Leipzig', 'South Tangerang')",4,2,1,4
"Exactly 3 of the following cities are in Turkey and 3 in Kenya: Esenler, Konya, Nairobi, Mombasa, Kakamega, Erzurum.",1,"('Turkey', 'Kenya')","('Erzurum', 'Esenler', 'Kakamega', 'Konya', 'Mombasa', 'Nairobi')",3,3,3,3
"Exactly 1 of the following cities are in Guatemala and 2 in Burkina Faso: Tangerang, Guatemala City, Bobo-Dioulasso, Sanya, Baghdad, Yongzhou.",0,"('Guatemala', 'Burkina Faso')","('Baghdad', 'Bobo-Dioulasso', 'Guatemala City', 'Sanya', 'Tangerang', 'Yongzhou')",1,2,1,1
"Exactly 1 of the following cities are in Tanzania and 4 in the Philippines: Las Pinas, Cebu City, Dar es Salaam, Quito, Shangrao, Pasig City.",0,"('Tanzania', 'the Philippines')","('Cebu City', 'Dar es Salaam', 'Las Pinas', 'Pasig City', 'Quito', 'Shangrao')",1,4,1,3
"Exactly 4 of the following cities are in Indonesia and 2 in Nepal: Banjarmasin, Bandar Lampung, Serang, Palembang, Pokhara, Kathmandu.",1,"('Indonesia', 'Nepal')","('Bandar Lampung', 'Banjarmasin', 'Kathmandu', 'Palembang', 'Pokhara', 'Serang')",4,2,4,2
"Exactly 2 of the following cities are in Japan and 2 in Indonesia: Bagcilar, Saitama, Bekasi, Qinhuangdao, Pekanbaru, Matsuyama.",1,"('Japan', 'Indonesia')","('Bagcilar', 'Bekasi', 'Matsuyama', 'Pekanbaru', 'Qinhuangdao', 'Saitama')",2,2,2,2
"Exactly 1 of the following cities are in Cambodia and 3 in Myanmar: Hlaingthaya, Yangon, Hubballi, Phnom Penh, Dar es Salaam, Nay Pyi Taw.",1,"('Cambodia', 'Myanmar')","('Dar es Salaam', 'Hlaingthaya', 'Hubballi', 'Nay Pyi Taw', 'Phnom Penh', 'Yangon')",1,3,1,3
"Exactly 2 of the following cities are in Zimbabwe and 4 in Nigeria: Kaduna, Ibadan, Bauchi, Bulawayo, Katsina, Harare.",1,"('Zimbabwe', 'Nigeria')","('Bauchi', 'Bulawayo', 'Harare', 'Ibadan', 'Kaduna', 'Katsina')",2,4,2,4
"Exactly 1 of the following cities are in Kuwait and 3 in Bosnia and Herzegovina: Sarajevo, Tianshui, Thane, Pasir Gudang, Al Ahmadi, Abidjan.",0,"('Kuwait', 'Bosnia and Herzegovina')","('Abidjan', 'Al Ahmadi', 'Pasir Gudang', 'Sarajevo', 'Thane', 'Tianshui')",1,3,1,1
"Exactly 2 of the following cities are in Myanmar and 3 in Nigeria: Warri, Enugu, Ile-Ife, Ebute Ikorodu, Hlaingthaya, Mandalay.",0,"('Myanmar', 'Nigeria')","('Ebute Ikorodu', 'Enugu', 'Hlaingthaya', 'Ile-Ife', 'Mandalay', 'Warri')",2,3,2,4
"Exactly 3 of the following cities are in Ukraine and 3 in the Philippines: General Santos, Kyiv, Quezon City, Paranaque City, Sevastopol, Lviv.",1,"('Ukraine', 'the Philippines')","('General Santos', 'Kyiv', 'Lviv', 'Paranaque City', 'Quezon City', 'Sevastopol')",3,3,3,3
"Exactly 2 of the following cities are in South Korea and 3 in France: Toulouse, Lyon, Marseille, Cheongju-si, Seoul, Caracas.",1,"('South Korea', 'France')","('Caracas', 'Cheongju-si', 'Lyon', 'Marseille', 'Seoul', 'Toulouse')",2,3,2,3
"Exactly 1 of the following cities are in Angola and 2 in Poland: Calumbo, Faisalabad, Krakow, Jaboatao dos Guararapes, Lodz, Baise.",1,"('Angola', 'Poland')","('Baise', 'Calumbo', 'Faisalabad', 'Jaboatao dos Guararapes', 'Krakow', 'Lodz')",1,2,1,2
"Exactly 5 of the following cities are in Tanzania and 1 in Russia: Arusha, Perm, Mbeya, Dodoma, Voronezh, Dar es Salaam.",0,"('Tanzania', 'Russia')","('Arusha', 'Dar es Salaam', 'Dodoma', 'Mbeya', 'Perm', 'Voronezh')",5,1,4,2
"Exactly 2 of the following cities are in Bangladesh and 1 in China: Mohammadpur, Puxi, Suwon, Kunming, Comilla, Jinzhong.",0,"('Bangladesh', 'China')","('Comilla', 'Jinzhong', 'Kunming', 'Mohammadpur', 'Puxi', 'Suwon')",2,1,2,3
"Exactly 5 of the following cities are in Iran and 1 in Togo: Orumiyeh, Lome, Karaj, Zahedan, Qom, Ahvaz.",1,"('Iran', 'Togo')","('Ahvaz', 'Karaj', 'Lome', 'Orumiyeh', 'Qom', 'Zahedan')",5,1,5,1
"Exactly 4 of the following cities are in Indonesia and 1 in Mozambique: Lahore, Matola, Beira, Samarinda, Maputo, Nampula.",0,"('Indonesia', 'Mozambique')","('Beira', 'Lahore', 'Maputo', 'Matola', 'Nampula', 'Samarinda')",4,1,1,4
"Exactly 3 of the following cities are in Guinea and 2 in Japan: Nagoya, Shaoxing, Camayenne, Kitakyushu, Adachi, Conakry.",0,"('Guinea', 'Japan')","('Adachi', 'Camayenne', 'Conakry', 'Kitakyushu', 'Nagoya', 'Shaoxing')",3,2,2,3
"Exactly 4 of the following cities are in Vietnam and 1 in Kazakhstan: Can Tho, Ho Chi Minh City, Bien Hoa, Astana, Da Nang, Qinhuangdao.",1,"('Vietnam', 'Kazakhstan')","('Astana', 'Bien Hoa', 'Can Tho', 'Da Nang', 'Ho Chi Minh City', 'Qinhuangdao')",4,1,4,1
"Exactly 3 of the following cities are in the United Arab Emirates and 1 in Nigeria: Sadr City, Agege, Liuzhou, Sharjah, Asmara, Abu Dhabi.",0,"('the United Arab Emirates', 'Nigeria')","('Abu Dhabi', 'Agege', 'Asmara', 'Liuzhou', 'Sadr City', 'Sharjah')",3,1,2,1
"Exactly 3 of the following cities are in India and 3 in Argentina: Sangli, Mar del Plata, Salta, Bhubaneswar, San Miguel de Tucuman, Varanasi.",1,"('India', 'Argentina')","('Bhubaneswar', 'Mar del Plata', 'Salta', 'San Miguel de Tucuman', 'Sangli', 'Varanasi')",3,3,3,3
"Exactly 2 of the following cities are in Iraq and 1 in Germany: Baghdad, Karbala, Al Basrah al Qadimah, Hannover, Erbil, Koeln.",0,"('Iraq', 'Germany')","('Al Basrah al Qadimah', 'Baghdad', 'Erbil', 'Hannover', 'Karbala', 'Koeln')",2,1,4,2
"Exactly 2 of the following cities are in Morocco and 3 in Angola: Maianga, Agadir, Calumbo, Hoji ya Henda, Changwon, Marrakesh.",1,"('Morocco', 'Angola')","('Agadir', 'Calumbo', 'Changwon', 'Hoji ya Henda', 'Maianga', 'Marrakesh')",2,3,2,3
"Exactly 2 of the following cities are in Ukraine and 3 in Côte d'Ivoire: Meizhou, Wanning, Abidjan, Kharkiv, Dnipro, Harare.",0,"('Ukraine', ""Côte d'Ivoire"")","('Abidjan', 'Dnipro', 'Harare', 'Kharkiv', 'Meizhou', 'Wanning')",2,3,2,1
"Exactly 2 of the following cities are in Nigeria and 3 in the Dominican Republic: Suizhou, Santo Domingo Este, Santo Domingo Oeste, Ilorin, Zaria, Santiago de los Caballeros.",1,"('Nigeria', 'the Dominican Republic')","('Ilorin', 'Santiago de los Caballeros', 'Santo Domingo Este', 'Santo Domingo Oeste', 'Suizhou', 'Zaria')",2,3,2,3
"Exactly 3 of the following cities are in the Democratic Republic of the Congo and 2 in Angola: Lubumbashi, Likasi, Benguela, Mulenvos, Kolwezi, Puente Alto.",1,"('the Democratic Republic of the Congo', 'Angola')","('Benguela', 'Kolwezi', 'Likasi', 'Lubumbashi', 'Mulenvos', 'Puente Alto')",3,2,3,2
"Exactly 5 of the following cities are in Tanzania and 1 in Croatia: Dodoma, Zagreb, Arusha, Mbeya, Dar es Salaam, Zanzibar.",1,"('Tanzania', 'Croatia')","('Arusha', 'Dar es Salaam', 'Dodoma', 'Mbeya', 'Zagreb', 'Zanzibar')",5,1,5,1
"Exactly 2 of the following cities are in the Democratic Republic of the Congo and 3 in Côte d'Ivoire: Kananga, Abidjan, Wuwei, Abobo, Tshikapa, Bouake.",1,"('the Democratic Republic of the Congo', ""Côte d'Ivoire"")","('Abidjan', 'Abobo', 'Bouake', 'Kananga', 'Tshikapa', 'Wuwei')",2,3,2,3
"Exactly 2 of the following cities are in France and 2 in Belarus: Lyon, Al Mawsil al Jadidah, Minsk, Toulouse, Homyel', Jajmau.",1,"('France', 'Belarus')","('Al Mawsil al Jadidah', ""Homyel'"", 'Jajmau', 'Lyon', 'Minsk', 'Toulouse')",2,2,2,2
"Exactly 2 of the following cities are in Iraq and 2 in Jordan: Baghdad, Al Mawsil al Jadidah, Iztapalapa, Zarqa, Baku, Irbid.",1,"('Iraq', 'Jordan')","('Al Mawsil al Jadidah', 'Baghdad', 'Baku', 'Irbid', 'Iztapalapa', 'Zarqa')",2,2,2,2
"Exactly 2 of the following cities are in Indonesia and 2 in Brazil: Xuchang, Curitiba, Tangerang, Porto Velho, Sorocaba, Mbuji-Mayi.",0,"('Indonesia', 'Brazil')","('Curitiba', 'Mbuji-Mayi', 'Porto Velho', 'Sorocaba', 'Tangerang', 'Xuchang')",2,2,1,3
"Exactly 1 of the following cities are in Cameroon and 1 in India: Mysuru, Yaounde, Bikaner, Hubballi, Coimbatore, Dhanbad.",0,"('Cameroon', 'India')","('Bikaner', 'Coimbatore', 'Dhanbad', 'Hubballi', 'Mysuru', 'Yaounde')",1,1,1,5
"Exactly 1 of the following cities are in Zambia and 5 in Cameroon: Douala, Huzhou, Yaounde, Kota Kinabalu, Lusaka, Ndola.",0,"('Zambia', 'Cameroon')","('Douala', 'Huzhou', 'Kota Kinabalu', 'Lusaka', 'Ndola', 'Yaounde')",1,5,2,2
"Exactly 1 of the following cities are in Brazil and 1 in Kyrgyzstan: Porto Velho, Nasiriyah, Anqing, Palembang, Bishkek, Shenyang.",1,"('Brazil', 'Kyrgyzstan')","('Anqing', 'Bishkek', 'Nasiriyah', 'Palembang', 'Porto Velho', 'Shenyang')",1,1,1,1
"Exactly 1 of the following cities are in Madagascar and 2 in Morocco: Tangier, Faridabad, Fes, Oujda, Antananarivo, Meknes.",0,"('Madagascar', 'Morocco')","('Antananarivo', 'Faridabad', 'Fes', 'Meknes', 'Oujda', 'Tangier')",1,2,1,4
"Exactly 1 of the following cities are in Brazil and 1 in Denmark: Manaus, Chenzhou, Copenhagen, Selayang Baru Utara, Chunian, Lilongwe.",1,"('Brazil', 'Denmark')","('Chenzhou', 'Chunian', 'Copenhagen', 'Lilongwe', 'Manaus', 'Selayang Baru Utara')",1,1,1,1
"Exactly 3 of the following cities are in South Africa and 1 in Gabon: Pietermaritzburg, Libreville, Gqeberha, Soweto, Soshanguve, Durban.",0,"('South Africa', 'Gabon')","('Durban', 'Gqeberha', 'Libreville', 'Pietermaritzburg', 'Soshanguve', 'Soweto')",3,1,5,1
"Exactly 4 of the following cities are in Egypt and 1 in India: Guwahati, Assiut, Kallakurichi, Suez, Ajegunle, Al Fayyum.",0,"('Egypt', 'India')","('Ajegunle', 'Al Fayyum', 'Assiut', 'Guwahati', 'Kallakurichi', 'Suez')",4,1,3,2
"Exactly 1 of the following cities are in Cuba and 2 in Latvia: Riga, Karbala, Marrakesh, Erzurum, Santiago de Cuba, Milwaukee.",0,"('Cuba', 'Latvia')","('Erzurum', 'Karbala', 'Marrakesh', 'Milwaukee', 'Riga', 'Santiago de Cuba')",1,2,1,1
"Exactly 2 of the following cities are in the United States and 1 in Japan: Mosul, Seattle, Albuquerque, Faisalabad, Harare, Kyoto.",1,"('the United States', 'Japan')","('Albuquerque', 'Faisalabad', 'Harare', 'Kyoto', 'Mosul', 'Seattle')",2,1,2,1
"Exactly 1 of the following cities are in Azerbaijan and 5 in Angola: Mulenvos, Benguela, Golfe, Camama, Kikolo, Baku.",1,"('Azerbaijan', 'Angola')","('Baku', 'Benguela', 'Camama', 'Golfe', 'Kikolo', 'Mulenvos')",1,5,1,5
"Exactly 2 of the following cities are in India and 1 in Egypt: Suez, Assiut, Madinat an Nasr, Kallakurichi, Port Said, Shubra al Khaymah.",0,"('India', 'Egypt')","('Assiut', 'Kallakurichi', 'Madinat an Nasr', 'Port Said', 'Shubra al Khaymah', 'Suez')",2,1,1,5
"Exactly 2 of the following cities are in Iran and 4 in Japan: Itabashi, Zahedan, Aihara, Kobe, Ahvaz, Kitakyushu.",1,"('Iran', 'Japan')","('Ahvaz', 'Aihara', 'Itabashi', 'Kitakyushu', 'Kobe', 'Zahedan')",2,4,2,4
"Exactly 5 of the following cities are in China and 1 in Yemen: Putian, Al Hudaydah, Zhuzhou, Bijie, Yinchuan, Bayan Nur.",1,"('China', 'Yemen')","('Al Hudaydah', 'Bayan Nur', 'Bijie', 'Putian', 'Yinchuan', 'Zhuzhou')",5,1,5,1
"Exactly 4 of the following cities are in Pakistan and 2 in Belarus: Homyel', Islamabad, Bahawalpur, Surakarta, Jiujiang, Rahim Yar Khan.",0,"('Pakistan', 'Belarus')","('Bahawalpur', ""Homyel'"", 'Islamabad', 'Jiujiang', 'Rahim Yar Khan', 'Surakarta')",4,2,3,1
"Exactly 1 of the following cities are in Saudi Arabia and 4 in Haiti: Dammam, Madinah, Ta'if, Najran, Makkah, Port-au-Prince.",0,"('Saudi Arabia', 'Haiti')","('Dammam', 'Madinah', 'Makkah', 'Najran', 'Port-au-Prince', ""Ta'if"")",1,4,5,1
"Exactly 1 of the following cities are in Peru and 3 in the Philippines: Taguig, Cebu City, Zamboanga, Budta, Callao, Chiclayo.",0,"('Peru', 'the Philippines')","('Budta', 'Callao', 'Cebu City', 'Chiclayo', 'Taguig', 'Zamboanga')",1,3,2,4
